"Uniprot_ID","All_ids","First_id"
"Q9Z223","A0A0R4J206;Q9Z223;E9PVP5;Q9Z223-1;Q9Z223-3;E9PUX1","A0A0R4J206"
"O35177","A0A0R4J212;O35177","A0A0R4J212"
"Q3UFS4","A0A0R4J215;Q3UFS4","A0A0R4J215"
"Q8C650","A0A0R4J233;Q8C650-2;Q8C650","A0A0R4J233"
"Q922Q9","A0A0R4J242;Q922Q9;A0A0R4J058;Q922Q9-2;A0A1B0GSH5;D3YWG2;G8JL55;Q9CRU8","A0A0R4J242"
"Q8BR65","A0A0R4J243;Q8BR65","A0A0R4J243"
"P12400","A0A0R4J245;P12400","A0A0R4J245"
"Q61070","A0A0R4J250;Q61070;V9GXH2;V9GXU0","A0A0R4J250"
"P28076","Q3U7A7;Q3TAR7;A0A0R4J256;Q4FK25;P28076","Q3U7A7"
"A0A0R4J259","A0A0R4J259;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6","A0A0R4J259"
"B2RRE7","A0A0R4J260;B2RRE7","A0A0R4J260"
"O35083","Q91VJ9;A0A0R4J263;O35083;Q8BUB3","Q91VJ9"
"O70458","A0A0R4J268;G3X8V6;B9EHD2;O70458-2;O70458","A0A0R4J268"
"P58462","A0A0R4J282;H3BJ24;H3BL33;H3BJM1;D3Z6Q3;H3BJR8;A0A0R4J1H9;D3Z6Q4;P58462-4;P58462;P58462-2;P58462-5;E2S038;H3BLF2;P58462-3","A0A0R4J282"
"Q9JLF6","A0A0R4J293;Q9JLF6","A0A0R4J293"
"Q9D958","A0A0R4J2A1;Q9D958","A0A0R4J2A1"
"Q8BX09","A0A0R4J2B6;Q8BX09;A0A087WST2","A0A0R4J2B6"
"Q9QXJ1","A0A0R4J2C6;A0A0R4J2C1;Q9QXJ1;Q80Y77;A0A087WR62;A0A087WPS7;A0A087WPI2;Q9QXJ1-2;Q8R1Y7","A0A0R4J2C6"
"O55028","A0A0U1RNL7;A0A0U1RPT4;Q3UCB5;Q3UC13;O55028;Q8C6H9;D3Z7R0;A0A0U1RQ97;Q99KP1","A0A0U1RNL7"
"Q8K479","A0A0U1RNV1;Q4ZJN4;Q8K479;A0A0U1RNF8;Q8R002","A0A0U1RNV1"
"Q8BTH8","A0A0U1RPD7;A0A0U1RNW0;A0A0U1RPM8;Q6P2B2;A0A0U1RP94;Q8BTH8","A0A0U1RPD7"
"Q8VDP6","A0A0U1RP13;Q8VDP6","A0A0U1RP13"
"Q8K284","A0A0U1RPD8;Q3UHL0;Q8K284-2;Q8K284;Q3UPZ9;Q3UTP3","A0A0U1RPD8"
"Q3TLD5","A0A0U1RPG9;Q3TLD5;A0A0U1RNX4;Q3TLD5-2;Q3TNS3","A0A0U1RPG9"
"Q8R089","A0A0U1RPV5;Q8R089;A0A0U1RNY3","A0A0U1RPV5"
"A0A0U1RQ91","A0A0U1RQ91;D3Z3H0;Q7TMJ7;Q8R359;A0A0U1RP99","A0A0U1RQ91"
"Q8C4Y3","A0A0X1KG62;Q69ZP4;Q8C4Y3","A0A0X1KG62"
"Q3TAS6","A0A0X1KG66;A0A0X1KG67;Q3TAS6-2;Q3TAS6;D3Z665","A0A0X1KG66"
"Q9WVA3","A0A140LHA2;Q9WVA3;A0A140LIM5;A0A140LJ21","A0A140LHA2"
"Q8VCB2","A0A140LHQ0;A0A140LHG7;Q8VCB2;Q8VCB2-3;A0A140LIH0;Q8VCB2-2","A0A140LHQ0"
"Q9R0M8","A0A140LHN4;A0A140LI17;Q3UIP1;A2AER4;Q9R0M8;Q3TTK5;Q9JIH0;Q3U1S3","A0A140LHN4"
"Q8JZS9","A2VCS1;A0A140LHT6;E9QPQ8;Q8JZS9","A2VCS1"
"Q61072","Q3UG15;A0A140LHU0;Q61072;E9Q638;Q3U1W3","Q3UG15"
"Q3TRM4","A0A140LI54;A0A140LHU9;Q3TRM4-2;Q3TRM4-3;Q3TRM4;Q3TRM4-4","A0A140LI54"
"P97478","A0A140LIF0;Q3TYT1;P97478;Q8K359","A0A140LIF0"
"Q8BGZ2","Q68FE1;A0A140LIJ1;Q8BGZ2-2;Q8BGZ2;A0A140LJ81","Q68FE1"
"O88455","Q4FJX5;Q3UIQ5;A0A140LIT2;O88455","Q4FJX5"
"Q7TSJ2","A0A140LIT9;Q7TSJ2;Q7TSJ2-2","A0A140LIT9"
"Q5SSH7","A0A140LJ04;E9Q5W5;Q5SSH7-2;Q5SSH7","A0A140LJ04"
"A0A140LJ72","A0A140LJ72","A0A140LJ72"
"A0A140LJB7","A0A140LJB7","A0A140LJB7"
"E9Q394","E9Q394-2;A0A140LJJ5;E9Q394","E9Q394-2"
"Q9R257","A0A140T8J4;Q9R257","A0A140T8J4"
"Q8K327","A0A140T8S5;Q8K327","A0A140T8S5"
"P11404","Q5EBJ0;A0A140T8V1;P11404","Q5EBJ0"
"Q60931","Q3TX38;Q3TTN3;A0A140T8V3;Q60931;Q5EBQ0;J3QMG3","Q3TX38"
"P03930","Q7JCZ0;A3R404;A0A141CM32;P03930","Q7JCZ0"
"Q6GU68","A0A146E664;Q6GU68","A0A146E664"
"Q9CW46","A0A158RFV1;Q9CW46","A0A158RFV1"
"Q6P8J2","A0A158SIT0;Q6P8J2;Q3TTS0","A0A158SIT0"
"Q9WV03","A0A158SIT3;Q9WV03;Q05AF0","A0A158SIT3"
"Q9CR70","A0A158SIT5;Q9CR70;J3JS94;Q8R2R7","A0A158SIT5"
"Q9DBD5","A0A158SIT8;Q9DBD5","A0A158SIT8"
"Q4PZA2","A0A183ZRM3;Q4PZA2-3;Q4PZA2-4;Q4PZA2;Q4PZA2-2","A0A183ZRM3"
"Q921G8","A0A1B0GR08;Q3UIT6;Q921G8;Q3TIB7;Q8BZZ0","A0A1B0GR08"
"Q93092","A0A1B0GR11;Q93092","A0A1B0GR11"
"Q8VI63","A0A1B0GR18;Q8VI63;A0A1B0GRX6;A0A1B0GT55","A0A1B0GR18"
"Q9D938","A0A1B0GR84;Q9D938","A0A1B0GR84"
"A0A1B0GR85","A0A1B0GR85","A0A1B0GR85"
"P70302","A0A1B0GRA5;P70302;A0A1B0GR78","A0A1B0GRA5"
"P48377","A0A1B0GRV3;Q8BJK3;P48377;Q8BYY2","A0A1B0GRV3"
"Q9QYY0","A0A1B0GS41;Q505A4;Q9QYY0","A0A1B0GS41"
"Q9CXT7","A0A1B0GS44;Q9CXT7-2;Q9CXT7","A0A1B0GS44"
"Q8K221","A0A1B0GS63;Q8K221;A0A1B0GSM3","A0A1B0GS63"
"Q8K4L3","A0A1B0GS91;Q8K4L3;Q8K4L2;Q7TMJ2","A0A1B0GS91"
"Q571I9","A0A1B0GSU0;D3Z0B9;Q571I9","A0A1B0GSU0"
"P06151","Q564E2;A0A1B0GSX0;P06151;Q3TI99;Q3TCI7;Q3THB4;Q99K20;A0A1B0GSR9;Q3UDU4;D3YZQ9;A0A1B0GT41;A0A1B0GQX5","Q564E2"
"Q6PFD9","A0A1B0GSX7;Q6PFD9;B2RQL0;A0A140T8J8;B7ZN81","A0A1B0GSX7"
"O35153","A0A1B0GT05;O35153;A0A1B0GR53;A0A1B0GSF3;A0A1B0GS34;I6L979;A0A1B0GR52","A0A1B0GT05"
"Q8VD26","A0A1B0GT63;G3X9F4;Q8VD26-2;Q8VD26;A0A1B0GS36","A0A1B0GT63"
"Q07813","A0A1B0GT81;Q544Z6;Q3TXJ7;Q07813;A0A165ELP6;A0A1B0GTA4;Q8K3J2;A0A1B0GS13","A0A1B0GT81"
"Q3U2I3","J3QP99;A0A1C7CYU5;Q3U2I3;Q8VDK9;F8WHJ1;Q3U2I3-3;Q3U2I3-2","J3QP99"
"Q99K51","A0A1C7CYV0;Q99K51;B1AX58;Q3UKB1","A0A1C7CYV0"
"Q8CGZ0","A0A1D5RL92;Q8CGZ0","A0A1D5RL92"
"Q8BG67","A0A1D5RLL3;Q8BG67;Q8BG67-2","A0A1D5RLL3"
"Q80YV3","E9PZA7;E9QLK7;E9PWT1;A0A1D5RLL4;F7CGG2;Q3UH32;Q80YV3","E9PZA7"
"Q3UU96","D3YYN8;E9PVY0;B2RXX8;A0A1D5RLQ9;Q3UU96;F6Q5A5","D3YYN8"
"Q6VNB8","A0A1D5RLV7;G3UYW1;Q6VNB8","A0A1D5RLV7"
"Q8BWH0","A0A1D5RLX9;Q8BWH0","A0A1D5RLX9"
"Q80TE4","A0A1D5RLY9;B9EK76;Q80TE4-2;Q80TE4","A0A1D5RLY9"
"Q811C8","Q811C8;A0A5E1;Q3UFA6;Q3U131","Q811C8"
"Q6NZC7","A0AUN0;Q4G0C0;G3X928;Q6NZC7","A0AUN0"
"Q8K2D3","A0ELI5;Q8K2D3","A0ELI5"
"Q8BFV2","A0JLQ7;Q8BFV2;Q8BNM3","A0JLQ7"
"Q8BUV3","A0JNY3;Q8BUV3","A0JNY3"
"Q62448","G3XA17;A0JNY7;F7CBP1;Q62448;Q62448-2;Q3U9U9","G3XA17"
"Q9ERF3","A0MNP4;Q9ERF3;Q8BVQ0;D6RDC7","A0MNP4"
"Q9CYI0","J3KMQ6;A0PJK9;Q9CYI0;Q3TUY5","J3KMQ6"
"Q78PG9","A0PK78;Q78PG9","A0PK78"
"E9QAE3","E9QAE3;A0ZVB6;Q52KH4","E9QAE3"
"B7ZNW0","B7ZNW0;A1A4A7;A0A0G2JG95","B7ZNW0"
"A1A4T2","A1A4T2;Q8BHN3-2;Q3UE86;Q8BHN3-3","A1A4T2"
"O55098","A1A553;Q5DTS2;O55098;Q3UG53","A1A553"
"Q8BU03","A1A596;Q8R538;Q2M1K2;Q8BU03","A1A596"
"A1BN54","A1BN54","A1BN54"
"P51807","Q9DAS3;A1E5T5;P51807;Q5EBK8","Q9DAS3"
"Q8BX70","A1ILG8;Q8BX70;Q8BX70-3;Q8BX70-2","A1ILG8"
"Q9CS00","A1L013;Q9CS00","A1L013"
"P84228","A1L0U3;B9EI85;P84228","A1L0U3"
"P28660","A1L0U6;A2AS98;P28660;P28660-2","A1L0U6"
"Q6Q899","A1L0V6;A7YY79;Q6Q899;Q3KQQ7;A2AP29;Q3U1I9;Q05CC6;Q6Q899-2","A1L0V6"
"Q61214","A1L341;A9C475;Q61214;Q8K006;Q8C774","A1L341"
"Q9WUN2","A1L361;Q9WUN2;Q3THP3","A1L361"
"Q9D7Z3","A1L3B6;Q9D7Z3;Q9D7Z3-2","A1L3B6"
"P26516","A1L3B8;P26516","A1L3B8"
"Q8BN78","A2A3Z2;A2A3Z3;Q8BN78;A0PJC8","A2A3Z2"
"A2A432","A2A432;E9PXY1;A2A432-2;J3QJX0","A2A432"
"O09000","B2RUJ1;A2A468;Q3UQL7;Q05BA5;O09000;A5D6Q2","B2RUJ1"
"A2A4A1","A2A4A1","A2A4A1"
"Q62077","A2A4A6;Q62077;Q2M4I9;Q3UZ68","A2A4A6"
"P84099","A2A547;Q5I0T8;P84099","A2A547"
"Q9CQV8","A2A5N2;Q9CQV8-2;Q9CQV8;A2A5N1","A2A5N2"
"A2A5R2","A2A5R2;Q3U5C3","A2A5R2"
"P55194","A2A5V4;P55194;A2A5V2;A2A5V3;S4R2D3","A2A5V4"
"A2A5Z6","A2A5Z6-2;A2A5Z6;Q6P066;Q9CSE3","A2A5Z6-2"
"E9Q6A7","E9Q6A7;A2A655;A2A654;E5D6T0","E9Q6A7"
"A2A699","A2A699;A2A699-2","A2A699"
"A2A6A1","A2A6A1","A2A6A1"
"A2A6P4","A2A6P4","A2A6P4"
"A2A6Q5","A2A6Q5;A2A6Q5-2;A2A6Q5-3;Q3UYS3;Q8BYJ1;Q8R568","A2A6Q5"
"Q3TB48","A2A6S1;B2RU54;Q3TB48;Q6KAU5","A2A6S1"
"A2A791","A2A791-2;A2A791;F6VYE2","A2A791-2"
"Q8CFX1","A2A7A7;Q8CFX1","A2A7A7"
"Q9WU20","F6Z4F8;Q3UDB2;A2A7F7;Q9WU20","F6Z4F8"
"A2A7S7","A2A7S7","A2A7S7"
"A2A7S8","A2A7S8-2;A2A7S8-3;A2A7S8;A2A7S8-4","A2A7S8-2"
"Q9CQH7","A2A7Z4;Q78IG7;Q9CQH7","A2A7Z4"
"A2A8L5","A2A8L5;F6S1X8;F6Y3V0","A2A8L5"
"A2A8R0","A2A8R0;A8Y5G5;A0S860","A2A8R0"
"B2RX14","A2A8R7;B2RX14;A0A0A0MQJ6","A2A8R7"
"A2A8Z1","F6UHR6;E9PXZ2;A2A8Z1;E9Q6C1;A0A0A6YXH3;Q5FWX7;A2A8Z1-2;Q8R0G3","F6UHR6"
"A2A9C3","A2A9C3-2;A2A9C3","A2A9C3-2"
"O35166","A2A9I0;O35166","A2A9I0"
"Q8R1A4","A2A9M5;Q8R1A4-2;A2A9M4;Q8R1A4;A0A0U1RNK7;E9PX48","A2A9M5"
"Q8BHG1","A2A9Q2;Q8BHG1;Q8R320;A6PWC3","A2A9Q2"
"Q3UBZ5","A2A9W3;Q3UBZ5;A2A9W1;Q3UBZ5-2;Q8BTE1","A2A9W3"
"Q8BMI3","A2A9W7;Q8BMI3;S4R2D2","A2A9W7"
"O35250","Q7TPT3;Q542L0;A2AAN0;Q3USE0;O35250-2;O35250;Q3TIP4;Q69ZS4","Q7TPT3"
"A2AAY5","A2AAY5;B9EJ37","A2AAY5"
"A2ABV5","A2ABV5;A2BDP0","A2ABV5"
"Q922E4","A2ABY3;Q3TLU0;Q3USD5;Q922E4;Q540F5","A2ABY3"
"P70245","A2AC29;P70245","A2AC29"
"Q8BQZ4","A2ACC6;E9Q0J2;B2RRF1;Q8BQZ4;A2ACC7","A2ACC6"
"Q8K4Q0","A4FUW1;A2ACM0;Q8K4Q0","A4FUW1"
"E1U8D0","A2ACV6;E1U8D0","A2ACV6"
"Q9QXG2","A2AD03;Q3UR39;Q9QXG2;Q8CBI2","A2AD03"
"Q99JT2","A2AD85;Q99JT2;A2AD84","A2AD85"
"Q62504","A2ADB1;A2ADB0;Q62504-3;Q62504-2;Q62504","A2ADB1"
"Q80TQ5","A2ADE0;Z4YJW6;Q80TQ5-3;Q80TQ5;Q80TQ5-2","A2ADE0"
"Q9CQY5","F6TBV1;F6WHL0;A2ADH1;Q9CQY5-2;Q9CQY5-3;Q9CQY5","F6TBV1"
"Q8R3G1","A2ADR8;Q8R3G1","A2ADR8"
"A2ADY9","A2ADY9","A2ADY9"
"Q9DBT5","A2AE27;Q9DBT5","A2AE27"
"Q99LI2","A2AEM2;Q99LI2","A2AEM2"
"Q91VJ5","A2AER7;Q91VJ5;A2AER8","A2AER7"
"Q64092","A2AEW0;A2AEW1;Q64092-4;Q64092;Q3U1L5;Q64092-3;Q64092-2","A2AEW0"
"P97447","A2AEX8;A2AEX6;P97447;A2AEY1","A2AEX8"
"A2AF47","A2AF47;A2AF67","A2AF47"
"O35638","A2AFF6;O35638","A2AFF6"
"Q80XA6","A2AFI8;B9EI38;Q3UHF8;B1AV20;Q80XA6;Q3UHE9","A2AFI8"
"Q9R0M6","Q0PD48;A2AFP5;Q9R0M6","Q0PD48"
"Q7TMY8","A2AFQ0;Q7TMY8;Q4JG03;Q7TMY8-3;Q7TMY8-4;Q7TMY8-2","A2AFQ0"
"A2AG58","A2AG58-2;A2AG58","A2AG58-2"
"Q64430","A2AG68;Q64430;B9EJ97","A2AG68"
"A2AGH6","A2AGH8;A2AGH9;A2AGH6-2;A2AGH6","A2AGH8"
"Q9Z0G4","A2AHD1;Q9Z0G4","A2AHD1"
"Q06985","A2AHZ2;Q06985;P61092","A2AHZ2"
"A2AI08","A2AI08","A2AI08"
"P18826","A2AI89;A2AI88;A2AI87;P18826-2;P18826;Q8CBA7;A2AI91;Q3UV91;Q8BSV5","A2AI89"
"A2AIG8","A2AIG8-2;A2AIG8","A2AIG8-2"
"P43028","A2AII0;P43028","A2AII0"
"A2AIV2","E9PZY8;A2AIV2;A2AIV2-2;Q8CFK9","E9PZY8"
"E9QAT4","A2AIX1;E9QAT4;Q811L5;Q80U43;F7BPW6","A2AIX1"
"A2AJ15","A2AJ15;Q923C1;Q8BTW7","A2AJ15"
"P41234","A2AJ26;P41234;Q6ZPZ4","A2AJ26"
"A2AJ72","A2AJ72;Q3TIX6;Q3ULP9","A2AJ72"
"O70311","A2AJH3;Q3THR4;O70311;F7APP3","A2AJH3"
"A2AJL3","A2AJL3;A2AJL3-2;A2AJL4","A2AJL3"
"Q3UV70","Q05BF9;A8Y5Q1;A2AJP9;A8Y5Q0;A2AJQ0;Q3UV70","Q05BF9"
"A2AJQ3","A2AJQ3-2;A2AJQ3;A2AJQ2;A2AJQ1","A2AJQ3-2"
"A2AJT4","A2AJT5;A2AJT4;B2RUA1;A2AJT3;Q3TV92","A2AJT5"
"Q61234","Q3UVD6;A2AKD7;Q61234","Q3UVD6"
"A2AKG8","E9PYJ6;A2AKG8","E9PYJ6"
"O09044","A2AKH4;Q9D3L3;O09044;B0R030;E9Q8A1;B0R029","A2AKH4"
"Q8C0I1","A2AL50;Q8C0I1;H3BKN2;A2AL49;Q8BKC4","A2AL50"
"Q8BSY0","A2AL85;Q8BSY0;Q8CBM2;Q9EQ66;Q8BQK0","A2AL85"
"Q62276","A2ALA4;Q62276-2;Q62276","A2ALA4"
"Q6NZB0","A2ALF2;Q6NZB0;A2ALF0;A2ALF3;F6TQL3","A2ALF2"
"Q8C048","Q8C048;A2ALL9;Q0VF55;Q0VF54","Q8C048"
"A2ALU4","A7TU71;A2ALU4","A7TU71"
"A2ALW5","A2ALW5;A2ALW5-2","A2ALW5"
"O08579","A2AM95;O08579;I7HJS1;Q3THM8;B7FAU5","A2AM95"
"Q6ZWV3","Q3THJ6;A2AM97;Q6ZWV3;I7HLV2;P86048","Q3THJ6"
"Q6X893","A2AMH5;A2AMH4;Q6X893;Q6X893-2;A2AMH3","A2AMH5"
"O55242","I4DCY6;B7ZJH7;A2AMS0;B7ZJH6;O55242-2;O55242","I4DCY6"
"Q03249","A2AMS3;Q03249;Q3TQJ2;A2AMS2","A2AMS3"
"Q9D0I8","A2AMU9;Q9D0I8;A2AMV1;Q9QYY3","A2AMU9"
"Q91VX2","A2AMY5;Q91VX2","A2AMY5"
"A2AMZ4","A2AMZ4;A0A087WQY7","A2AMZ4"
"A2AN08","A2AN08-3;A2AN08;A2AN08-5","A2AN08-3"
"O88851","Q80YU9;A2AN96;O88851","Q80YU9"
"Q9D772","A2ANP2;B7ZWP1;A2ANP1;Q9D772","A2ANP2"
"A2ANY6","A2ANY6;J3QMC5","A2ANY6"
"Q3UIU2","A2AP32;A2AP31;Q3UIU2","A2AP32"
"Q8BIF0","I7HJQ8;A2AP74;Q8BIF0-2;Q8BIF0","I7HJQ8"
"Q8BYK8","A2AP88;Q8BYK8;Q571G5","A2AP88"
"Q9QY24","A2APF7;Q9QY24","A2APF7"
"Q9JI18","E9Q202;A2API5;Q9JI18","E9Q202"
"P15379","Q3UNN2;Q3U8S1;Q3U468;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379-2;P15379-3;P15379-6;P15379-11;P15379-5;P15379-10;P15379-9;P15379-4;P15379-8;P15379-7;P15379;Q3TLT9","Q3UNN2"
"A2APV2","F8VPR2;A2APV2;E9PXE6;A2APV2-2;A2APV2-3;F6XR20","F8VPR2"
"Q3V1V3","A2APY6;Q3V1V3;B2RXU2","A2APY6"
"A2APY7","A2APY7;A2APY7-2","A2APY7"
"Q06348","A2APZ7;Q06348;Q9CY80","A2APZ7"
"A2AQ19","A2AQ19;Q3UXG8","A2AQ19"
"A2AQ25","A2AQ25;E9QAU4;A2AQ25-2;A2AQ25-4;A2AQ25-3;D3Z781;B2RY09;A2AQ25-5;A2AQ25-8;A2AQ25-6;A2AQ25-9","A2AQ25"
"Q80TY0","A2AQ43;A2AQ44;A2AQ42;A2AQ45;A2AQ41;Q80TY0-2;Q80TY0-3;Q80TY0;Q80TY0-4;Q80TY0-5;F6VVN1","A2AQ43"
"Q8CFQ3","A2AQA7;Q8CFQ3","A2AQA7"
"Q6A098","A2AQE2;Q6A098","A2AQE2"
"Q8BXN9","A2AQJ5;A2AQJ6;Q8BXN9;Q8BXN9-2;A2AQJ7;Q8BXN9-3","A2AQJ5"
"Q8BVW0","A2AQJ8;Q8BVW0;Q5DU67","A2AQJ8"
"Q9Z1W9","A2AQL0;Q9Z1W9;G1JLS7;Q3V256","A2AQL0"
"Q9QXG4","Q8N9U3;Q8C113;A2AQN5;A2AQN4;Q9QXG4;Q8C1A8;Q8C141","Q8N9U3"
"Q99LS1","A2AQT8;A2AQT7;Q99LS1","A2AQT8"
"A2AR02","A2AR02;B2RWT5;Q05CC5;Q05DE4","A2AR02"
"Q6P5H6","A2AR56;Q6P5H6;B0R0D5;B0R0D4;Q8BX61;Q8BW31;Q8BXT6;F6XM46;Q6P5H6-4;Q6P5H6-3;Q6P5H6-2","A2AR56"
"P70347","A2AR78;Q8C2D3;Q3TNB4;Q3UGW0;A2AR76;P70347-4;P70347-2;P70347;P70347-3","A2AR78"
"O54819","A2ARA0;O54819;Q8CI80;Q8BSB7;A2ARA4;A2ARA3;O54819-2","A2ARA0"
"Q9QYR6","A2ARP8;Q9QYR6;Q9QYR6-2","A2ARP8"
"A2ARV4","A2ARV4","A2ARV4"
"E9QAM5","A2AS03;E9QAM5;A2AS05;Q3TZD5;Q69ZA7","A2AS03"
"Q9JLM9","A2ASX2;Q9JLM9","A2ASX2"
"A2AT37","A2AT37","A2AT37"
"Q99JX3","A2ATI9;Q99JX3;Q3TG07;Q3TX06;Q3TIK1;A2ATI8;A2ATI6;Q99JX3-2","A2ATI9"
"Q7M6Z0","A2ATS6;Q7M6Z0","A2ATS6"
"Q8BHL8","A2VCP7;A2AU35;Q8BHL8","A2VCP7"
"P70399","A2AU91;A2AU89;P70399-3;P70399;Q8BLA0;A2AU90","A2AU91"
"Q9Z2H5","A2AUK8;B6ZHC9;A2AUK5;Q9Z2H5-2;Q9Z2H5;A2AUK7;Q9Z2H5-3;A2AUK6","A2AUK8"
"Q9QZ05","A2AUM0;Q9QZ05;A2AUM1;Q9QZ05-3;A2AUM2;Q9QZ05-2;Q9QZ05-4","A2AUM0"
"Q3UHC7","F6RK07;A2AUX5;A2AUX3;Q3UHC7-2;Q3UHC7;B7ZD29;Q3U2G7;Q3UHC7-4;Q3UHC7-3;Q52KF5;F6QQP6","F6RK07"
"A2AUY4","A2AUY4;B9EKB5;Q8C0K4;Q69ZI8","A2AUY4"
"A2AVA0","A2AVA0","A2AVA0"
"Q99PL5","A2AVJ7;Q99PL5;Q6ZPS0","A2AVJ7"
"A2AVZ9","A2AVZ9","A2AVZ9"
"Q60767","A2AW86;Q60767;Q3UMG1;Q3TZE4","A2AW86"
"A2AWA9","B2RRC5;A2AWA9;A2AWA9-2","B2RRC5"
"Q64455","A2AWF8;A2AWF9;E9Q4S7;Q64455;Q61373","A2AWF8"
"P25976","A2AWT5;P25976;Q05DS1","A2AWT5"
"Q8C5K5","A2BDN9;Q8C5K5;Q8C5K5-2","A2BDN9"
"A2BDX3","A2BDX3","A2BDX3"
"A2BE28","A2BE28-2;A2BE28","A2BE28-2"
"P70175","Q52KF7;A2BEE9;Q80TH1;P70175","Q52KF7"
"O88487","A2BFF7;Q3TPJ8;O88487;A2BFF8;D6Q0F7;A2BFF9;D6Q0F6;D6Q0F5;A2BFF5;Q3UDA2","A2BFF7"
"P97863","A2BG75;A2BG77;P97863;I7HIP8;A2BG76;P97863-2;Q8BN68;Q3UFE1","A2BG75"
"Q9D868","A2BGI8;Q4G0C5;Q9D868-2;Q3UWH9;Q3UY37;Q9D868;A2BGI9","A2BGI8"
"Q9D8X0","A2BGN7;Q9D8X0","A2BGN7"
"A2BH40","E9QAQ7;A2BH40;A2BH40-3;A2BH40-4;A2BH40-2","E9QAQ7"
"P35283","A2CG35;P35283","A2CG35"
"A2CG49","F6QYT9;A2CG49-2;A2CG49;A2CG49-7;A0A0A0MQF1;A2CG49-9;A2CG49-8;B1B1A7","F6QYT9"
"A2CG63","A2CG63-2;A2CG63;Z4YMH1;Z4YL44","A2CG63-2"
"A2RRK3","A2RRK3;O54988-2","A2RRK3"
"Q9WUM3","A2RS22;Q9WUM3","A2RS22"
"Q11136","A2RS23;Q11136","A2RS23"
"Q9R0Q3","Q8C1Z9;F6V6T4;A2RS53;Q9R0Q3;Q3THL1;Q3U9H7;Q8BPI2","Q8C1Z9"
"P47941","A2RS58;P47941","A2RS58"
"Q8R3V6","A2RS63;Q8R3V6;F2Z3X3;B7ZNF1;Q3TRP3","A2RS63"
"Q62376","A2RS68;Q62376;Q9CR32","A2RS68"
"Q9CXE7","Q8VCE7;A2RS96;Q9CXE7;Q3U9T7","Q8VCE7"
"P63147","A2RSE4;P63147","A2RSE4"
"Q8K4M5","A2RSF1;Q8K4M5;Q3UGT3;Q8VI86","A2RSF1"
"Q9CYP7","V5QQD1;A2RSF4;Q9CYP7;A0A0J9YMZ5;A0A140LIE1","V5QQD1"
"A2RSJ4","A2RSJ4","A2RSJ4"
"Q9Z0J1","A2RSP9;Q9Z0J1","A2RSP9"
"Q64191","A2RSS6;Q64191;B7ZNK6","A2RSS6"
"P19783","A2RSV8;P19783","A2RSV8"
"A2RSX9","A2RSX9;E9QAY5;Q3TVE1","A2RSX9"
"Q9CQC8","A2RT57;Q9CQC8;Q9CQC8-2","A2RT57"
"Q3KNM2","A2RTC8;Q3KNM2;A0A0R4J1H0;F6W8T3","A2RTC8"
"A2RTH5","A2RTH5;A0A0U1RNF2","A2RTH5"
"O89017","A2RTI3;O89017;Q3UE99","A2RTI3"
"P61089","A2RTT4;P61089","A2RTT4"
"Q8CJG1","A2VDG1;Q8CJG1;Q8CGU0;Q8BJP2;H3BJ70","A2VDG1"
"Q61908","A3KGA5;Q61908","A3KGA5"
"A3KGB4","B9EKQ1;A3KGB4","B9EKQ1"
"A3KGF9","A3KGF9","A3KGF9"
"A3KGW5","B2RSF7;A3KGW5","B2RSF7"
"Q8BIV3","A3KMD2;Q8BIV3","A3KMD2"
"P59759","A3KMF2;Q5DTZ3;G3X8R8;P59759","A3KMF2"
"P61759","A3KMJ8;P61759;Q3TIR6","A3KMJ8"
"P68254","A3KML3;F6VW30;P68254;F6YY69;P68254-2","A3KML3"
"A3KMP2","A3KMP2;A3KMP2-2","A3KMP2"
"P14131","A4FUS1;Q641N3;Q5CZY9;P14131","A4FUS1"
"P16056","A4FUV7;A4FUV6;F8VQL0;P16056","A4FUV7"
"Q9CZD5","A4QMQ0;Q9CZD5;D3YWL2;D3Z0H9","A4QMQ0"
"P15307","A4QPD3;P15307","A4QPD3"
"Q8K1L5","A5A4Y9;A5A4Z2;G3UZ30;Q8K1L5","A5A4Y9"
"P97411","D3Z118;A5A8K4;P97411;P97411-2;S4R217;D3Z376;D3Z119","D3Z118"
"Q99NH2","A5D6P2;G3XA13;Q99NH2;B2RUK1;F6S7Z1;E0CXL4;E0CY24;E0CZE2;E0CZ83;Q99NH2-2;E0CXR8;F6TSJ9;A0A0R4J1Y4;E0CX45;Q99NH2-4;F6UGU7","A5D6P2"
"O35379","A5D6P3;O35379;Q8C7V6","A5D6P3"
"Q9CPU0","A5GZX3;Q9CPU0","A5GZX3"
"A6H5Y3","A6H5Y3","A6H5Y3"
"A6H5Z3","A6H5Z3;A6H5Z3-2;Q8C1X1;Q6PCN5","A6H5Z3"
"A6H611","A6H611;Q8BLL4","A6H611"
"A6H619","A6H619;A6H619-2","A6H619"
"A6H630","A6H630;A6H630-2","A6H630"
"Q3U1F9","A6H659;Q3U1F9","A6H659"
"Q9JLV1","A6H663;Q9JLV1;Q3TAM9","A6H663"
"A6H6A9","A6H6A9","A6H6A9"
"Q61818","A6H6H9;Q5QGZ6;Q61818-2;Q61818","A6H6H9"
