"UNIPROTKB","LENGTH"
"Q8C2Q3"," 669"
"Q9Z1M8"," 557"
"Q8C351"," 381"
"Q8C3I8"," 393"
"Q8C3S2","1079"
"Q8C3W1"," 322"
"Q8C3X2"," 256"
"Q8C3X4"," 651"
"Q8C3X8"," 702"
"Q8C3Y4","2207"
"O35892"," 482"
"Q8C407"," 246"
"Q8C460"," 337"
"Q8C4B4"," 251"
"Q99J31"," 802"
"Q9QYI4"," 376"
"Q8C4J7"," 801"
"Q8C4Q6"," 305"
"Q8C4U3"," 314"
"Q8C547","2070"
"Q8C561"," 694"
"Q8C569"," 351"
"Q8C570"," 368"
"Q8C5H8"," 452"
"Q8C5P7"," 182"
"Q8C5Q4"," 479"
"Q8C5W3"," 424"
"P39749"," 378"
"Q9WUA3"," 784"
"Q8C6B0"," 244"
"Q8C6B2"," 564"
"Q8C6E0"," 343"
"Q8C6I2"," 164"
"Q91ZR2"," 614"
"Q8C7D2"," 445"
"Q8C7E7"," 338"
"Q8C7E9"," 632"
"Q8C7H1"," 415"
"Q8C7K6"," 495"
"Q8C7R4","1053"
"Q8C7V3"," 528"
"Q8C7X2"," 997"
"Q9D8Y0"," 240"
"Q8C850"," 606"
"Q8C854"," 591"
"Q8C878"," 462"
"Q99LG4"," 440"
"Q8C8N2"," 606"
"Q8C8R3","3898"
"O70585"," 659"
"Q8C9B9","2256"
"Q8C9S4"," 917"
"Q8C9W3","1213"
"Q8CA72"," 597"
"Q8CAF4","1587"
"Q8CAS9"," 866"
"Q9WU00"," 503"
"Q8CAY6"," 397"
"Q8CB44"," 633"
"Q8CBQ5"," 469"
"Q8CBY1"," 711"
"Q8CC12","1239"
"Q8CC21"," 365"
"Q8CC86"," 538"
"Q8CC88","1905"
"Q8CCF0"," 499"
"Q9JIW9"," 206"
"Q8CCH2"," 347"
"Q8CCH7","1151"
"Q8CCI5"," 228"
"Q8CCJ3"," 793"
"Q8CCJ9","1013"
"Q8CCK0"," 372"
"Q8CCP0","1064"
"Q8CD10"," 432"
"Q8CD15"," 465"
"Q8CD76"," 616"
"Q8CD92"," 847"
"Q8CDJ8"," 730"
"Q8CDM8"," 764"
"Q8CE50"," 437"
"Q8CE90"," 535"
"Q8CE96"," 497"
"Q8CEC6"," 646"
"Q8CEE7"," 334"
"Q923D4","  86"
"Q8CF89"," 502"
"Q8CFC7"," 668"
"Q8CFE2"," 346"
"Q8CFE3"," 480"
"Q8CFE4"," 930"
"Q8CFE6"," 504"
"Q8CFE8"," 466"
"Q8CFI2"," 235"
"Q8CFI7","1174"
"Q8CFJ9"," 790"
"Q8CFK2"," 676"
"Q8CFT2","1985"
"Q8CFV9"," 155"
"Q8CFW7","1633"
"Q8CG19","1712"
"Q8CG47","1286"
"Q8CG70"," 732"
"Q8CG72"," 370"
"Q8CG76"," 367"
"Q8CGA0"," 452"
"P25085"," 178"
"Q8CGB6","1400"
"Q8CGC4"," 385"
"Q8CGC6"," 750"
"Q8CGC7","1512"
"Q8CGE8"," 404"
"Q8CGF1","1266"
"Q8CGF6"," 920"
"Q8CGK3"," 949"
"Q8CGP5"," 130"
"Q8CGU1"," 691"
"Q8CGY8","1046"
"Q8CH02"," 643"
"Q8CH09","1067"
"Q8CH18","1146"
"Q8CH25","1031"
"Q8CH77","1875"
"Q8CHK3"," 473"
"Q8CHP5"," 203"
"Q8CHP5-2",NA
"Q8CHP8"," 321"
"Q8CHQ0"," 385"
"Q8CHS8"," 397"
"Q8CHT0"," 562"
"Q8CHT3","1018"
"Q8CHW4"," 717"
"Q8CHY3"," 669"
"Q8CHY6"," 629"
"Q8CI08"," 581"
"Q8CI11"," 538"
"Q8CI32"," 447"
"Q8CI33"," 537"
"Q8CI43"," 207"
"Q8CI51"," 591"
"Q8CI70"," 184"
"Q8CI71"," 964"
"Q8CI75"," 870"
"Q8CI78"," 450"
"Q8CI94"," 843"
"Q8CIB6"," 120"
"Q8CIE6","1224"
"Q8CII2"," 336"
"Q8JZQ9"," 803"
"Q8CIM1"," 670"
"Q8CIM8"," 964"
"Q8CIN4"," 524"
"Q8CIV2"," 574"
"Q8CIV8"," 524"
"Q8CJ19","1993"
"Q8CJ26"," 228"
"Q8CJ40","2009"
"Q8CJ53"," 603"
"Q8CJ61"," 208"
"Q8CJ69"," 685"
"Q9ERL0"," 547"
"Q8CJ96"," 419"
"Q8CJF7","2243"
"Q8CJG0"," 860"
"Q8CJH3","2119"
"Q8HW98"," 336"
"Q8JZL3"," 224"
"Q8JZM2"," 100"
"Q8JZM7"," 531"
"Q8JZN5"," 625"
"Q8JZN7"," 620"
"Q9WTQ8"," 209"
"Q8JZQ2"," 802"
"Q8JZU2"," 311"
"Q8JZV7"," 409"
"Q8JZX4"," 405"
"Q9D1G5"," 239"
"Q8JZX9"," 214"
"Q8JZZ5"," 272"
"Q8K007"," 870"
"Q8K009"," 923"
"Q8K010","1288"
"Q8K019"," 919"
"Q8K039"," 155"
"Q8K057"," 777"
"Q8K0B2"," 537"
"Q8K0C1"," 963"
"Q8K0C4"," 503"
"Q8K0C8","  92"
"Q8K0C9"," 372"
"Q8K0D0"," 523"
"Q8K0D5"," 751"
"Q8K0D7"," 174"
"Q8K0F1"," 684"
"Q8K0G5"," 386"
"Q8K0H5"," 218"
"Q8K0L9"," 741"
"Q9R1Z8"," 733"
"Q8K0P3"," 455"
"Q8K0Q5"," 663"
"Q8K0T2"," 351"
"Q8K0U4"," 675"
"Q8K0V2"," 304"
"Q8K0V4"," 751"
"Q8K0Z7"," 294"
"Q8K120"," 901"
"Q8K124"," 495"
"Q8K157"," 342"
"Q8K183"," 312"
"Q8K194"," 155"
"Q8K199","  79"
"Q8K1A5"," 291"
"Q8K1A6"," 943"
"Q8K1C0"," 544"
"Q8K1C9"," 807"
"Q8K1E0"," 355"
"Q8K1E6"," 286"
"Q8K1G2","1220"
"Q8K1H7"," 517"
"Q8K1I7"," 493"
"Q8K1J5"," 448"
"Q8K1J6"," 434"
"P12367"," 401"
"Q8K1M6"," 742"
"Q8K1N1"," 776"
"Q8K1N2","1249"
"Q8K1N4"," 545"
"Q8K1R3"," 783"
"Q8K1R7"," 984"
"Q8K1S6"," 718"
"Q9D4G5","1015"
"Q8K212"," 961"
"Q8K215","  91"
"Q8K224","1024"
"Q9CZR8"," 324"
"Q8K268"," 709"
"Q8K273"," 131"
"Q8K274"," 309"
"Q8K296","1196"
"Q8K297"," 617"
"Q8K298","1121"
"Q8K2A1"," 304"
"Q8K2A8"," 438"
"Q8K2B0"," 443"
"Q8K2B3"," 664"
"Q8K2C6"," 310"
"Q8K2C7"," 672"
"Q8K2C9"," 362"
"Q9JI19"," 357"
"Q8K2F8"," 462"
"Q8K2H2"," 294"
"Q8K2H3"," 851"
"Q8K2H6"," 185"
"Q8K2I1"," 437"
"Q8K2I3"," 535"
"Q8K2J0"," 785"
"Q8K2J7"," 272"
"Q8K2L8"," 797"
"Q8K2M0"," 380"
"Q8K2P1"," 221"
"Q8K2Q0"," 198"
"Q8K2Q7"," 411"
"Q8K2Q9"," 631"
"Q8K2T8"," 535"
"Q8K2V6"," 975"
"Q8K2X3"," 378"
"Q8K2Y7"," 252"
"Q8K2Y9"," 453"
"Q8K337"," 993"
"Q8K339"," 391"
"Q8K354"," 277"
"Q8K370","1069"
"Q8K382","1016"
"Q8K3A9"," 666"
"Q8K3C3"," 190"
"Q8K3H0"," 707"
"Q8K3K8"," 584"
"Q8K3W0"," 383"
"Q8K3W3"," 698"
"Q8K3X4"," 775"
"Q8K400","1152"
"Q8K409"," 335"
"Q8K411","1036"
"Q8K449","1623"
"Q8K4F5"," 307"
"Q8K4G1","1666"
"Q8K4J6"," 964"
"Q8K4P0","1330"
"Q8K4Q8"," 742"
"Q8K4X7"," 378"
"Q8K4Z3"," 282"
"Q8K4Z5"," 791"
"Q8N7N5"," 591"
"Q8QZS1"," 385"
"Q8QZT1"," 424"
"Q8QZY1"," 564"
"Q8QZY6"," 270"
"Q8QZY9"," 424"
"Q8QZZ7"," 175"
"Q8R001"," 326"
"Q8R010"," 320"
"Q8R015"," 185"
"Q8R016"," 455"
"Q8R034","  74"
"Q8R035"," 206"
"Q8R050"," 636"
"Q8R059"," 347"
"Q8R086"," 546"
"Q8R0F3"," 372"
"Q8R0F5"," 326"
"Q8R0F6"," 392"
"Q8R0F8"," 227"
"Q8R0G9","1155"
"Q8R0H9"," 635"
"Q8R0I8"," 509"
"Q8R0J7"," 285"
"Q8R0J8"," 184"
"Q8R0K2"," 507"
"Q8R0X2"," 377"
"Q8R0Y6"," 902"
"Q8R0Y8"," 318"
"Q8R100"," 309"
"Q8R105"," 352"
"Q8R123"," 492"
"Q8R127"," 429"
"Q8R138"," 280"
"Q8R143"," 174"
"Q8R149"," 637"
"Q8R151","1909"
"Q8R164"," 291"
"Q8R1B4"," 911"
"Q8R1F1"," 749"
"Q8R1F5"," 277"
"Q8R1G2"," 245"
"Q8R1G6"," 349"
"Q8R1H0","  73"
"Q8R1K1"," 345"
"Q8R1K4"," 467"
"Q8R1L4"," 214"
"Q8R1N0"," 363"
"Q8R1S0"," 476"
"Q8R1T1"," 451"
"Q8R1U1"," 785"
"Q8R1V4"," 227"
"Q8R1Z9"," 327"
"Q8R238"," 329"
"Q8R2G6"," 949"
"Q8R2K3"," 148"
"Q8R2L7"," 173"
"Q8R2M2"," 758"
"Q8R2Q4"," 779"
"Q8R2Q8"," 172"
"Q8R2R3"," 316"
"Q8R2R9"," 418"
"Q8R2S9"," 624"
"Q8R2U0"," 360"
"Q8R2U4"," 223"
"Q8R2Y0"," 336"
"Q8R2Y3"," 534"
"Q8R2Y8"," 181"
"Q8R307"," 973"
"Q8R317"," 582"
"Q8R322"," 699"
"Q8R326"," 523"
"Q8R344"," 166"
"Q8R373"," 373"
"Q8R3B1"," 756"
"Q8R3C0"," 642"
"Q8R3C6"," 952"
"Q8R3E3"," 446"
"Q8R3F5"," 381"
"Q8R3F9"," 869"
"Q8R3G9"," 235"
"Q8R3H7"," 356"
"Q8R3H9"," 386"
"Q8R3I2"," 519"
"Q8R3L2"," 676"
"Q8R3N1"," 860"
"Q8R3N6"," 657"
"Q8R3P6"," 515"
"Q8R3Q2"," 923"
"Q8R3Q6"," 144"
"Q8R3R8"," 117"
"Q9CWM4"," 122"
"Q8R3V5"," 400"
"Q8R3Y8"," 584"
"Q8R404"," 119"
"Q8R409"," 356"
"Q8R480"," 656"
"Q8R4H9"," 761"
"Q8R4K2"," 459"
"Q8R4N0"," 338"
"Q8R4R6"," 325"
"Q8R4U7","1068"
"Q8R4V4"," 654"
"Q8R4X3"," 992"
"Q8R502"," 803"
"Q8R527"," 205"
"Q8R570"," 413"
"Q8R5A0"," 433"
"Q8R5A6"," 516"
"Q8R5C5"," 376"
"Q8R5H1"," 981"
"Q8R5H6"," 559"
"Q8R5I6"," 218"
"Q8R5J9"," 188"
"Q8R5K4","1152"
"O35658"," 278"
"Q8VBT0"," 278"
"Q8VBT9"," 550"
"Q8VBV7"," 209"
"Q8VBW5"," 907"
"Q8VBZ0"," 335"
"Q8VBZ3"," 664"
"Q8VC03"," 897"
"Q8VC16"," 493"
"Q8VC30"," 578"
"Q8VC31"," 543"
"Q8VC49"," 283"
"Q8VC51"," 532"
"Q8VC60"," 646"
"Q8VC70"," 383"
"Q8VCA8"," 425"
"Q8VCB1"," 673"
"Q8VCD5"," 649"
"Q8VCE6"," 220"
"Q8VCF0"," 503"
"Q8VCF1"," 403"
"Q8VCG1"," 200"
"Q8VCG3"," 384"
"Q8VCH6"," 516"
"Q8VCI5"," 299"
"Q8VCL2"," 255"
"Q8VCM3"," 234"
"Q8VCN5"," 398"
"Q8VCP8"," 172"
"Q8VCQ3"," 287"
"Q8VCS3"," 409"
"Q8VCT3"," 650"
"Q8VCT4"," 565"
"Q8VCW8"," 615"
"Q8VCX5"," 477"
"Q8VCY6"," 597"
"Q8VD00"," 176"
"Q8VD04"," 806"
"Q8VD12"," 386"
"Q8VD31"," 451"
"Q8VD75","1029"
"Q8VDC1","1437"
"Q8VDD5","1960"
"Q8VDD8"," 475"
"Q8VDG5"," 311"
"Q8VDH1"," 627"
"Q8VDI7"," 409"
"Q8VDI9"," 611"
"Q8VDK1"," 323"
"Q8VDM1"," 511"
"Q8VDM6"," 859"
"Q8VDN2","1023"
"Q8VDP2"," 222"
"Q8VDP3","1048"
"Q8VDP4"," 922"
"Q8VDQ1"," 351"
"Q8VDQ8"," 389"
"Q8VDS4"," 312"
"Q8VDS8"," 334"
"Q8VDT9"," 159"
"Q8VDU5"," 748"
"Q8VDV3"," 383"
"Q8VDV8"," 249"
"Q8VDY9"," 356"
"Q8VDZ4"," 715"
"Q8VE10"," 237"
"Q8VE18"," 991"
"Q8VE19"," 875"
"Q8VE22"," 177"
"Q8VE38"," 311"
"Q8VE47"," 403"
"Q8VE62"," 400"
"Q8VE70"," 212"
"Q8VE80"," 351"
"Q8VE88"," 497"
"Q8VE94"," 421"
"Q8VE95"," 218"
"Q8VE96"," 372"
"Q8VE99"," 180"
"Q8VEA4"," 139"
"Q8VEB2"," 386"
"Q8VEB4"," 412"
"Q8VEB6"," 362"
"Q8VEC4"," 323"
"Q8VED2"," 215"
"Q8VED9"," 172"
"Q8VEG6"," 555"
"Q8VEH5"," 606"
"Q8VEH6"," 393"
"Q8VEH8"," 483"
"Q8VEK0"," 364"
"Q8VEK3"," 800"
"Q8VEN2"," 237"
"Q8VHC3"," 145"
"Q8VHE0"," 760"
"Q8VHG2","1126"
"Q8VHK1","1201"
"Q8VHL1"," 366"
"Q8VHR0","1134"
"Q8VHR5"," 594"
"Q8VHX6","2726"
"Q8VHZ7"," 291"
"Q8VI33"," 264"
"Q8VI75","1082"
"Q8VI84"," 807"
"Q8VI93","1138"
"Q8VI94"," 511"
"Q8VID5"," 982"
"Q8VIJ6"," 699"
"Q8VIM9"," 583"
"Q8WUR0"," 141"
"Q91UZ1","1175"
"Q91V01"," 487"
"Q91V12-2",NA
"P18052"," 829"
"Q91V36"," 499"
"P97461"," 204"
"Q91V61"," 321"
"Q91V64"," 297"
"Q91V76"," 315"
"P56565","  94"
"Q91V83","1085"
"Q91V88-2",NA
"Q91V98"," 765"
"Q91VA6"," 368"
"Q91VA7"," 384"
"Q91VC3"," 411"
"Q91VC9"," 346"
"Q91VD9"," 727"
"Q91VE0"," 643"
"Q91VE6"," 317"
"Q91VF6"," 440"
"Q91VI7"," 456"
"Q91VJ2"," 260"
"Q91VJ4"," 465"
"Q91VK1"," 419"
"Q91VL8"," 393"
"Q91VM3"," 360"
"Q91VM5"," 388"
"Q91VM9"," 330"
"Q91VN4"," 273"
"Q91VN6"," 622"
"Q91VR5"," 740"
"Q91VR7"," 121"
"Q91VR8","  75"
"Q91VS8","1065"
"Q91VT4"," 236"
"Q91VU0"," 227"
"Q91VW3","  93"
"Q91VW5","2238"
"Q91VX9"," 697"
"Q91VZ6"," 440"
"Q91W18"," 743"
"Q91W36"," 520"
"Q91W39"," 579"
"Q91W52"," 336"
"Q91W53"," 137"
"Q91W59"," 403"
"Q91W61"," 300"
"Q91W82"," 201"
"Q91W86"," 941"
"Q9JKY7"," 500"
"Q91W98"," 574"
"Q91WA6"," 380"
"Q91WB4"," 249"
"Q91WC0"," 594"
"Q91WC9"," 669"
"Q91WD0"," 569"
"Q91WD4"," 421"
"Q91WD5"," 463"
"Q91WE1"," 337"
"Q91WE2"," 254"
"Q91WE4","  72"
"Q91WE6"," 578"
"Q91WG2"," 554"
"Q91WG3"," 331"
"Q91WG4"," 831"
"Q91WK1"," 207"
"Q91WK5"," 170"
"Q91WL8"," 414"
"Q91WM1"," 672"
"Q91WM2"," 419"
"Q91WM3"," 475"
"Q91WN1"," 259"
"Q91WR3"," 749"
"Q91WS0"," 108"
"Q91WT4"," 303"
"Q91WT7"," 323"
"Q91WU5"," 376"
"Q91WZ8"," 352"
"Q91X43"," 789"
"Q91X52"," 244"
"Q91X76"," 390"
"Q91X84"," 619"
"Q91X86"," 226"
"Q91X88"," 660"
"Q91X96"," 123"
"Q91XB0"," 314"
"Q99N95"," 348"
"Q91XB7"," 293"
"Q91XC0"," 547"
"Q91XD2"," 341"
"Q91XE4"," 318"
"Q91XE8"," 189"
"Q91XF0"," 261"
"Q91XG5","  80"
"Q64105"," 261"
"O88384"," 232"
"Q91XL3"," 420"
"Q91XL9"," 950"
"Q91XU0"," 660"
"Q91XU3"," 421"
"Q91XV3"," 226"
"Q91XX1"," 934"
"Q91XX7"," 928"
"Q91XY2"," 932"
"Q91YD3"," 602"
"Q91YE3"," 400"
"Q91YE7"," 815"
"Q91YH5"," 541"
"Q91YJ2"," 450"
"Q91YJ3"," 226"
"Q9CQL4"," 149"
"Q91YJ5"," 727"
"Q91YK2"," 724"
"Q91YL3"," 548"
"P54761"," 987"
"Q91YM4"," 630"
"Q91YN1"," 357"
"Q91YN9"," 210"
"Q91YP0"," 464"
"Q91YP2"," 704"
"Q91YR1"," 350"
"Q91YR5"," 698"
"Q91YR7"," 941"
"Q91YR9"," 329"
"Q63932"," 401"
"Q91YT2"," 192"
"Q91YT7"," 579"
"Q91YT8"," 804"
"Q91YU6"," 671"
"Q91YU8"," 470"
"P56546"," 445"
"Q91Z31"," 531"
"Q91Z38"," 292"
"Q91Z40"," 638"
"Q91Z67","1071"
"Q91Z92"," 325"
"Q91Z96","1138"
"Q91ZE0"," 421"
"Q91ZJ5"," 508"
"Q91ZM2"," 756"
"Q91ZS8"," 711"
"Q91ZV3"," 769"
"Q91ZV8","1336"
"Q91ZW2"," 393"
"Q91ZW3","1051"
"Q91ZZ2","1086"
"Q920A5"," 452"
"Q920A7"," 789"
"Q920D3"," 178"
"Q920I9","1489"
"Q920L1"," 447"
"Q920P5"," 562"
"Q920Q8"," 642"
"Q920R0","1651"
"Q921C5"," 820"
"Q921D4"," 246"
"Q921E6"," 441"
"Q921F4"," 591"
"Q921G6"," 680"
"Q921G7"," 616"
"Q921H8"," 424"
"Q921H9"," 231"
"Q921I6"," 962"
"Q921K8"," 919"
"Q921K9"," 202"
"Q921L5"," 731"
"Q921M7"," 324"
"Q921N6"," 760"
"Q921Q3"," 482"
"Q921Q7"," 763"
"Q921S7"," 423"
"Q921T2"," 595"
"Q921W0"," 196"
"Q921W4"," 348"
"Q921X9"," 517"
"Q921Y0"," 216"
"Q921Y1","1044"
"Q921Y2"," 184"
"Q921Y4"," 450"
"Q921Z5"," 198"
"Q922B1"," 323"
"Q922B9","1252"
"Q922D8"," 935"
"Q922H4"," 420"
"Q922H9"," 316"
"Q922J3","1391"
"Q922J9"," 515"
"Q922K9"," 512"
"Q922M7"," 232"
"Q922P8","1018"
"Q922Q1"," 338"
"Q922Q2"," 567"
"Q922Q8"," 307"
"Q922R1"," 422"
"Q922R5"," 820"
"Q922U1"," 683"
"Q922V4"," 513"
"Q922X9"," 692"
"Q922Y1"," 297"
"Q923B1"," 550"
"Q923B6"," 470"
"Q61189"," 236"
"Q923G2"," 150"
"Q923W1"," 853"
"Q924A2","2510"
"Q924C1","1204"
"Q924H7"," 646"
"Q924L1"," 360"
"Q924T2"," 291"
"Q924W7","1134"
"Q924Z4"," 380"
"Q924Z5"," 370"
"Q924Z6","1125"
"Q925B0"," 333"
"Q925E7"," 453"
"Q925I1"," 591"
"Q925J9","1575"
"Q99104","1853"
"Q99J09"," 342"
"Q99J10"," 420"
"Q99J21"," 580"
"Q99J27"," 550"
"Q99J36"," 350"
"Q99J39"," 492"
"Q99J77"," 359"
"Q99J83"," 275"
"Q99J87"," 678"
"Q99J93"," 144"
"Q99JB2"," 353"
"Q99JF8"," 528"
"Q99JH1"," 163"
"Q99JH8"," 212"
"Q99JI4"," 389"
"Q99JP4","  85"
"Q99JP6"," 356"
"Q99JP7"," 662"
"Q99JR1"," 322"
"Q99JR5"," 466"
"Q99JR8"," 531"
"Q99JT1"," 557"
"Q99JT9"," 179"
"Q99JX4"," 374"
"Q99JX7"," 618"
"Q99JY0"," 475"
"Q99JY4"," 376"
"Q99JY8"," 312"
"Q99JZ4"," 198"
"Q99K01"," 787"
"Q99K23"," 461"
"Q99K28"," 520"
"Q99K41","1017"
"Q99K70"," 398"
"Q99K74"," 987"
"Q99K90"," 693"
"Q99KC8"," 793"
"Q99KD5"," 944"
"Q99KE1"," 589"
"Q99KG3"," 930"
"Q99KI0"," 780"
"Q99KI3"," 261"
"Q99KK7"," 738"
"Q99KK9"," 505"
"Q99KN2"," 339"
"Q99KP6"," 504"
"Q99KQ4"," 491"
"Q99KR3"," 288"
"Q99KR6"," 376"
"Q99KR7"," 206"
"Q99KU0"," 406"
"Q99KV1"," 358"
"Q99KW9"," 610"
"Q99L04"," 313"
"Q99L13"," 335"
"Q99L20"," 241"
"Q99L27"," 348"
"Q99L43"," 444"
"Q99L47"," 371"
"Q99L48"," 503"
"Q99L85"," 300"
"Q99LB6-2",NA
"Q99LC2"," 431"
"Q99LC3"," 355"
"Q99LC5"," 333"
"Q99LC9"," 981"
"Q99LD8"," 285"
"Q99LD9"," 351"
"Q99LE6"," 628"
"Q99LF4"," 505"
"Q99LG0"," 825"
"Q99LG2"," 887"
"Q99LH9"," 392"
"Q99LI7"," 717"
"Q99LI9"," 425"
"Q99LJ0"," 638"
"Q99LL3"," 419"
"Q99LL5"," 501"
"Q99LN9"," 302"
"Q99LP6"," 217"
"Q99LQ1"," 341"
"Q99LR1"," 398"
"Q99LS3"," 225"
"Q99LT0","  99"
"Q99LX0"," 189"
"Q99LX5"," 260"
"Q99LY9"," 106"
"Q99M01"," 451"
"Q99M08","  65"
"Q99M31"," 509"
"Q99M51"," 377"
"Q99M71"," 224"
"Q99M73"," 603"
"Q99M87"," 480"
"Q99MD6"," 652"
"Q99ME9"," 634"
"Q99ML4"," 431"
"Q99MN9"," 541"
"Q99MQ1"," 977"
"Q99MR1","1044"
"Q99MR3"," 914"
"Q99MR6"," 875"
"Q99MR8"," 717"
"Q99MU3","1178"
"Q99MV1","1172"
"Q99N05"," 225"
"O08756"," 261"
"Q99N57"," 648"
"Q99N84"," 254"
"Q99N87"," 432"
"Q99N92"," 148"
"Q99N96"," 336"
"Q99NB8"," 596"
"Q99NF3"," 373"
"Q99NF7"," 477"
"Q99P31"," 357"
"Q99P65"," 475"
"Q99P72","1162"
"Q99PB4"," 594"
"Q99PL6"," 442"
"Q99PT1"," 204"
"Q99PU7"," 728"
"Q99PU8","1217"
"Q99PV0","2335"
"Q9CPN8"," 579"
"Q9CPP0"," 175"
"Q9CPP6"," 116"
"Q9CPQ1","  76"
"Q9CPQ3"," 142"
"Q9CPQ8"," 103"
"Q9CPR1"," 188"
"Q9CPR5"," 295"
"Q9CPR7"," 207"
"Q9CPS6"," 165"
"Q9CPT3"," 248"
"Q9CPT4"," 166"
"Q9CPU4"," 153"
"Q9CPV3"," 142"
"Q9CPV4"," 298"
"Q9CPW2"," 174"
"Q9CPW3"," 135"
"Q9CPW7"," 199"
"Q9CPW9"," 335"
"Q9CPX6"," 314"
"Q9CPX7"," 135"
"Q9CPX9","  84"
"Q9CPY1"," 128"
"Q9CPY7"," 519"
"Q9CPZ6"," 153"
"Q9CPZ8"," 106"
"Q9CQ02"," 199"
"Q9CQ06"," 216"
"Q9CQ10"," 224"
"Q9CQ13"," 173"
"Q9CQ18"," 166"
"Q9CQ19"," 172"
"Q9CQ21"," 181"
"Q9CQ22"," 161"
"Q9CQ28"," 267"
"Q9CQ39"," 144"
"Q9CQ40"," 166"
"Q9CQ45"," 171"
"Q9CQ48"," 157"
"Q9CQ49"," 156"
"Q9CQ54"," 120"
"Q9CQ60"," 257"
"Q9CQ65"," 283"
"Q9CQ69","  82"
"Q9CQ71"," 121"
"Q9CQ75","  99"
"Q9CQ79"," 226"
"Q9CQ80"," 176"
"Q9CQ86"," 115"
"Q9CQ88"," 210"
"Q9CQ91","  84"
"Q9CQ92"," 152"
"Q9CQA1"," 188"
"Q9CQA5"," 270"
"Q9CQA9"," 190"
"Q9D855"," 111"
"Q9CQB5"," 135"
"Q9CQD1"," 215"
"Q9CQE1"," 247"
"Q9CQE2"," 199"
"Q9CQE3"," 120"
"Q9CQE7"," 383"
"Q9CQF0"," 192"
"Q9CQF3"," 227"
"Q9CQF4"," 240"
"Q9CQF6"," 309"
"Q9CQF8"," 102"
"Q9CQG1"," 178"
"Q9CQI7"," 225"
"Q9CQI9"," 178"
"Q9CQJ2"," 290"
"Q9CQJ4"," 336"
"Q9CQJ6"," 198"
"Q9CQJ8"," 179"
"Q9CQK7"," 243"
"Q9CQL6"," 188"
"Q9CQM5"," 123"
"O09167"," 160"
"Q9CQM9"," 337"
"Q9CQN3","  74"
"Q9CQN7"," 135"
"Q9CQQ8"," 103"
"Q9CQR6"," 305"
"Q9CQS2","  64"
"Q9CQS4"," 418"
"Q9CQS5"," 547"
"Q9CQS8","  96"
"Q9CQT1"," 369"
"Q9CQT5"," 141"
"Q9CQT7"," 168"
"Q9CQT9"," 129"
"Q9CQU0"," 170"
"Q9CQU1",NA
"Q9CQU3"," 196"
"Q9CQU5"," 252"
"Q9CQV1"," 125"
"Q9CQV4"," 466"
"Q9CQV5"," 167"
"Q9CQW1"," 198"
"Q9CQW2"," 186"
"Q9CQW9"," 137"
"Q9CQX2"," 146"
"Q9CQX6"," 220"
"Q9CQX8"," 102"
"Q9CQY2"," 119"
"Q9CQY6"," 136"
"Q9CQZ0"," 153"
"Q9CQZ1","  76"
"Q9CQZ5"," 131"
"Q9CQZ6"," 104"
"Q9CR00"," 222"
"Q9CR02"," 221"
"Q9CR09"," 167"
"Q9CR11"," 227"
"Q9CR13"," 113"
"Q9CR16"," 370"
"Q9CR23"," 183"
"Q9CR25"," 489"
"Q9CR26"," 309"
"Q9CR27"," 194"
"Q9CR29"," 222"
"Q9CR39"," 344"
"Q9CR41"," 129"
"Q9CR50"," 261"
"Q9CR56"," 191"
"Q9CR57"," 217"
"Q9CR59"," 222"
"Q9CR60"," 138"
"Q9CR61"," 137"
"Q9CR68"," 274"
"Q9CR80"," 112"
"Q9CR89"," 377"
"Q9CR98"," 138"
"Q9CRA5"," 298"
"Q9CRA8"," 235"
"Q9CRA9"," 253"
"Q9CRB0"," 169"
"Q9CRB2"," 153"
"Q9CRB9"," 227"
"Q9CRC0"," 161"
"Q9CRC3"," 126"
"Q9CRC6"," 105"
"Q9CRC9"," 276"
"Q9CRD0"," 247"
"Q9CRT8"," 963"
"Q9CRY7"," 314"
"Q9CS42"," 318"
"Q9CSH3"," 958"
"Q9CT10"," 491"
"Q9DB25"," 324"
"Q9CTN4"," 611"
"Q9CU62","1233"
"Q9CU65","1376"
"Q9CV28"," 444"
"Q9CVB6"," 300"
"Q9JI75"," 231"
"Q9CW79"," 758"
"Q9WV85"," 169"
"Q9CWD8"," 319"
"Q9CWE0"," 289"
"Q9CWG8"," 436"
"Q9CWG9"," 143"
"Q9CWI3"," 316"
"Q9CWJ9"," 592"
"Q9CWK8"," 519"
"Q9CWN7"," 505"
"Q9CWQ0"," 281"
"Q9CWQ8"," 331"
"Q9CWS0"," 285"
"Q9CWU4"," 180"
"Q9CWU9"," 326"
"Q9CWW6"," 131"
"Q9CWY8"," 301"
"Q9CWZ7"," 312"
"Q9CX00"," 362"
"Q9CX11"," 249"
"Q9CX34"," 336"
"Q9CX53"," 166"
"Q9CX60"," 105"
"Q9CX83"," 456"
"Q9CX86"," 305"
"Q9CX97"," 388"
"Q9CXA2"," 354"
"Q9CXC3"," 338"
"Q9CXD6"," 340"
"Q9CXF4"," 671"
"Q9CXG3"," 492"
"Q9CXI0"," 327"
"Q9CXJ1"," 523"
"Q9CXJ4"," 717"
"Q9CXK8"," 180"
"Q9CXL3"," 195"
"Q9CXN7"," 288"
"Q9CXR1"," 338"
"Q9CXS4"," 252"
