wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
121380	99041	139020	150440	142120	121520	143510	138830	187910	174160	199090	143030	166980	175830	192890	125700	15	15	15	22.9	22.9	22.9	80.796	0	45.751	20	A2AQ19	A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	sp|A2AQ19|RTF1_MOUSE RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1
130220	110600	127440	135430	159310	139210	123410	131780	198470	225140	185810	188820	170360	220200	171170	161040	26	26	26	17.3	17.3	17.3	213.03	0	83.018	31	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-5;A2AQ25-8;A2AQ25-9;A2AQ25-6;A2AQ25-7	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-5;A2AQ25-8;A2AQ25-9;A2AQ25-6	Sickle tail protein	Skt	sp|A2AQ25|SKT_MOUSE Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1;sp|A2AQ25-2|SKT_MOUSE Isoform 2 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;sp|A2AQ25-4|SKT_MOUSE Isoform 4 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;
68592	57841	87166	84046	83436	69883	88667	83065	116500	111380	122450	97024	109840	104660	119730	78048	8	8	8	11.8	11.8	11.8	88.324	0	24.094	11	A2AR02	A2AR02	Peptidyl-prolyl cis-trans isomerase G	Ppig	sp|A2AR02|PPIG_MOUSE Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1
155190	117680	301770	280540	190940	160050	301020	265770	463800	881220	198800	811110	414240	960540	166550	663020	19	19	19	21.9	21.9	21.9	117.55	0	114.25	35	A2ARA8;A2ARA8-2	A2ARA8	Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain	Itga8	sp|A2ARA8|ITA8_MOUSE Integrin alpha-8 OS=Mus musculus OX=10090 GN=Itga8 PE=1 SV=1
29342	22767	48881	45297	33302	28842	45840	45166	50802	40458	42822	26573	43351	39354	42272	27246	21	21	21	6	6	6	519.2	0	55.201	21	A2ARV4	A2ARV4	Low-density lipoprotein receptor-related protein 2	Lrp2	sp|A2ARV4|LRP2_MOUSE Low-density lipoprotein receptor-related protein 2 OS=Mus musculus OX=10090 GN=Lrp2 PE=1 SV=1
13083	11467	15210	16119	16857	13267	14887	17796	23629	36410	24056	34187	23251	36611	29414	28169	7	7	7	6.7	6.7	6.7	198.33	0	69.46	8	A2ASQ1-3;A2ASQ1-2;A2ASQ1	A2ASQ1-3;A2ASQ1-2;A2ASQ1	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	Agrn	sp|A2ASQ1-3|AGRIN_MOUSE Isoform 3 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1-2|AGRIN_MOUSE Isoform 2 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1
161330	141390	193510	158430	188490	160910	187080	148960	198360	199570	180710	177190	181030	195400	174540	142500	8	8	8	0.2	0.2	0.2	3906.4	0.00017077	8.0316	13	A2ASS6;A2ASS6-2	A2ASS6;A2ASS6-2	Titin	Ttn	sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1;sp|A2ASS6-2|TITIN_MOUSE Isoform 2 of Titin OS=Mus musculus OX=10090 GN=Ttn
191480	149910	184830	159360	223050	180990	170700	152220	218030	183210	187770	158640	189370	174970	178040	116920	20	20	20	20.7	20.7	20.7	147.55	0	114.74	27	A2AT37	A2AT37		Upf2	sp|A2AT37|RENT2_MOUSE Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1
25127	23716	25389	18928	29875	27578	21833	16945	25307	19578	25741	15889	22894	21127	22421	13978	5	5	5	7.3	7.3	7.3	102.79	0	30.986	5	A2ATU0	A2ATU0	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	sp|A2ATU0|DHTK1_MOUSE Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Mus musculus OX=10090 GN=Dhtkd1 PE=1 SV=1
37221	36209	26788	22966	49967	44649	25850	22013	40103	32937	40480	25720	33556	32769	39704	22996	10	10	10	3.1	3.1	3.1	387.45	0	26.42	11	A2AVA0;A2AVA0-2	A2AVA0	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	Svep1	sp|A2AVA0|SVEP1_MOUSE Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Svep1 PE=1 SV=1
4244.5	3575.39990234375	5947.2001953125	5797.5	6878.5	4598.2001953125	6650.2001953125	4632.7998046875	8681.2001953125	6448.2001953125	6773.39990234375	5223.7998046875	7033.60009765625	6444.2001953125	6734.7998046875	2512.69995117188	2	2	2	5	5	5	56.033	0.00016683	7.1174	4	A2AVZ9;A2AVZ9-2	A2AVZ9;A2AVZ9-2	Solute carrier family 43 member 3	Slc43a3	sp|A2AVZ9|S43A3_MOUSE Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3 PE=1 SV=1;sp|A2AVZ9-2|S43A3_MOUSE Isoform 2 of Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3
585310	483870	654210	577420	720510	604940	628380	548710	703820	702820	604460	592680	634140	698760	628320	477840	39	39	34	41.4	41.4	37.4	120.8	0	279.42	67	A2AWA9;A2AWA9-2;A2AWA9-3	A2AWA9;A2AWA9-2	Rab GTPase-activating protein 1	Rabgap1	sp|A2AWA9|RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1;sp|A2AWA9-2|RBGP1_MOUSE Isoform 2 of Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1
78819	68774	87315	89103	96307	81840	83862	81316	105880	93300	108590	81744	98031	88891	97670	65614	15	15	15	41.7	41.7	41.7	49.374	0	51.457	24	A2BDX3	A2BDX3	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	Mocs3	sp|A2BDX3|MOCS3_MOUSE Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1
42034	35437	44820	47008	50776	42935	43188	41269	62459	58581	58746	48847	52310	55632	53316	36237	7	7	7	13.2	13.2	13.2	87.577	0	27.021	9	A2BE28-2;A2BE28	A2BE28-2;A2BE28	Ribosomal biogenesis protein LAS1L	Las1l	sp|A2BE28-2|LAS1L_MOUSE Isoform 2 of Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l;sp|A2BE28|LAS1L_MOUSE Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1
33224	25691	34329	32289	37136	32850	32892	31961	45036	41726	47789	35996	37554	40859	39476	29295	12	10	8	8.4	7.2	6	218.47	0	61.539	9	A2BH40-3;A2BH40;A2BH40-4;A2BH40-2	A2BH40-3;A2BH40;A2BH40-4;A2BH40-2	AT-rich interactive domain-containing protein 1A	Arid1a	sp|A2BH40-3|ARI1A_MOUSE Isoform 3 of AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a;sp|A2BH40|ARI1A_MOUSE AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1;sp|A2BH40-4|ARI1A_M
161780	139330	136860	130570	200110	173110	133890	121590	162910	169360	129460	146170	151640	169200	131250	118110	22	17	16	10.9	9	8.4	271.14	0	114.62	18	A2CG49-2;A2CG49;A2CG49-7;A2CG49-9;A2CG49-8;A2CG49-10;A2CG49-5;A2CG49-4;A2CG49-6	A2CG49-2;A2CG49;A2CG49-7;A2CG49-9;A2CG49-8	Kalirin	Kalrn	sp|A2CG49-2|KALRN_MOUSE Isoform 2 of Kalirin OS=Mus musculus OX=10090 GN=Kalrn;sp|A2CG49|KALRN_MOUSE Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1;sp|A2CG49-7|KALRN_MOUSE Isoform 7 of Kalirin OS=Mus musculus OX=10090 GN=Kalrn;sp|A2CG49-9|KALRN_MOUSE
177850	140140	181530	168110	205080	164990	176860	152710	197850	179370	150920	145230	169880	169030	141170	116050	22	22	22	18.5	18.5	18.5	161.94	0	142.58	30	A2RSJ4	A2RSJ4	UHRF1-binding protein 1-like	Uhrf1bp1l	sp|A2RSJ4|UH1BL_MOUSE UHRF1-binding protein 1-like OS=Mus musculus OX=10090 GN=Uhrf1bp1l PE=1 SV=2
7907.5	6097.7998046875	9254.2998046875	7578.89990234375	8867.099609375	7788.10009765625	8718.099609375	6473.60009765625	9626.2998046875	8285.099609375	8832.099609375	6376.39990234375	10148	7483.39990234375	7703.7998046875	6560.89990234375	6	3	3	5.6	3.1	3.1	144.63	0.00017068	8.0169	3	A2RSQ0	A2RSQ0	DENN domain-containing protein 5B	Dennd5b	sp|A2RSQ0|DEN5B_MOUSE DENN domain-containing protein 5B OS=Mus musculus OX=10090 GN=Dennd5b PE=1 SV=2
47342	33852	54873	48621	48854	44373	50931	46842	66220	60322	58465	45232	58106	59910	57645	45976	7	7	7	30.8	30.8	30.8	36.632	0	68.819	8	A2RSX7;A2RSX7-2	A2RSX7	tRNA wybutosine-synthesizing protein 5	Tyw5	sp|A2RSX7|TYW5_MOUSE tRNA wybutosine-synthesizing protein 5 OS=Mus musculus OX=10090 GN=Tyw5 PE=2 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.3	2.3	2.3	82.031	0.0060022	2.2139	1	A2RSY1-3;A2RSY1-2;A2RSY1	A2RSY1-3;A2RSY1-2;A2RSY1	KAT8 regulatory NSL complex subunit 3	Kansl3	sp|A2RSY1-3|KANL3_MOUSE Isoform 3 of KAT8 regulatory NSL complex subunit 3 OS=Mus musculus OX=10090 GN=Kansl3;sp|A2RSY1-2|KANL3_MOUSE Isoform 2 of KAT8 regulatory NSL complex subunit 3 OS=Mus musculus OX=10090 GN=Kansl3;sp|A2RSY1|KANL3_MOUSE KAT8 regulator
51621	43907	58804	54322	61853	50538	58252	53537	62334	60689	61190	49829	56221	56276	52754	42994	12	12	12	25	25	25	80.86	0	42.327	16	A2RSY6;A2RSY6-2;A2RSY6-3;A2RSY6-4	A2RSY6;A2RSY6-2	TRMT1-like protein	Trmt1l	sp|A2RSY6|TRM1L_MOUSE TRMT1-like protein OS=Mus musculus OX=10090 GN=Trmt1l PE=1 SV=1;sp|A2RSY6-2|TRM1L_MOUSE Isoform 2 of TRMT1-like protein OS=Mus musculus OX=10090 GN=Trmt1l
36996	30719	46850	57602	45584	37485	49125	54985	70101	67631	74882	53961	62072	68634	76030	51192	4	4	4	12.8	12.8	12.8	43.876	0	18.181	4	A2RTL5	A2RTL5	Arginine/serine-rich coiled-coil protein 2	Rsrc2	sp|A2RTL5|RSRC2_MOUSE Arginine/serine-rich coiled-coil protein 2 OS=Mus musculus OX=10090 GN=Rsrc2 PE=2 SV=1
1268.30004882813	1166.09997558594	1970.30004882813	3114.30004882813	1220.59997558594	2155.69995117188	2074.89990234375	2372.19995117188	2062.30004882813	2629.69995117188	2025.90002441406	2249.19995117188	1471	1900	1776.69995117188	1957.90002441406	1	1	1	2	2	2	78.787	0.00286	2.7244	1	A2TJV2	A2TJV2	Paralemmin-3	Palm3	sp|A2TJV2|PALM3_MOUSE Paralemmin-3 OS=Mus musculus OX=10090 GN=Palm3 PE=1 SV=1
418070	367760	721770	501620	561040	430140	652780	477130	627610	602600	438540	555680	536560	583500	393990	396660	24	24	24	26.6	26.6	26.6	127.89	0	323.31	35	A3KGB4;Q9Z1A9	A3KGB4	TBC1 domain family member 8B	Tbc1d8b	sp|A3KGB4|TBC8B_MOUSE TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1
81551	63448	70550	67029	85376	73109	70642	62810	81475	66131	69644	51759	72029	64708	61869	43569	12	12	12	21.8	21.8	21.8	58.688	0	30.535	14	A3KGF9	A3KGF9	Uncharacterized protein C15orf52 homolog		sp|A3KGF9|CCD9B_MOUSE Coiled-coil domain-containing protein 9B OS=Mus musculus OX=10090 GN=Ccdc9b PE=1 SV=1
72405	61736	121020	90411	98478	76615	113740	78055	115930	100560	90762	72855	99808	94426	86629	64170	1	1	1	0.7	0.7	0.7	213.1	0.0077552	2.0703	2	A3KGK3-2;A3KGK3	A3KGK3-2;A3KGK3	Fer-1-like protein 4	Fer1l4	sp|A3KGK3-2|FR1L4_MOUSE Isoform 2 of Fer-1-like protein 4 OS=Mus musculus OX=10090 GN=Fer1l4;sp|A3KGK3|FR1L4_MOUSE Fer-1-like protein 4 OS=Mus musculus OX=10090 GN=Fer1l4 PE=2 SV=3
42411	34571	28092	30152	49314	40791	21298	23067	33270	21623	26421	15106	30275	24957	23560	15542	7	6	6	4.3	3.9	3.9	203.22	0	14.843	7	A3KGS3-2;A3KGS3	A3KGS3-2;A3KGS3	Ral GTPase-activating protein subunit alpha-2	Ralgapa2	sp|A3KGS3-2|RGPA2_MOUSE Isoform 2 of Ral GTPase-activating protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Ralgapa2;sp|A3KGS3|RGPA2_MOUSE Ral GTPase-activating protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Ralgapa2 PE=1 SV=2
44678	38377	68268	86509	61835	47866	77028	85185	123210	121690	106030	105920	108560	124100	105800	92071	8	8	8	16.4	16.4	16.4	67.671	0	52.795	12	A3KGW5	A3KGW5	Probable inactive glycosyltransferase 25 family member 3	Cercam	sp|A3KGW5|GT253_MOUSE Inactive glycosyltransferase 25 family member 3 OS=Mus musculus OX=10090 GN=Cercam PE=3 SV=1
102230	91573	99437	85480	124530	106030	98349	84680	134310	130110	132310	108570	125870	129660	137970	88074	8	8	8	21.7	21.7	21.7	52.223	0	38.584	11	A3KMP2;A3KMP2-2	A3KMP2;A3KMP2-2	Tetratricopeptide repeat protein 38	Ttc38	sp|A3KMP2|TTC38_MOUSE Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2;sp|A3KMP2-2|TTC38_MOUSE Isoform 2 of Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38
3992.89990234375	4490.39990234375	5474.5	3936	6031.2001953125	5170	4197	4212	5401.7001953125	13124	5635.7998046875	10892	6708	12674	7715.5	7627.39990234375	1	1	1	4.8	4.8	4.8	30.024	0.0029897	2.6295	1	A6H5X4-2;A6H5X4-3;A6H5X4	A6H5X4-2;A6H5X4-3;A6H5X4	PHD finger protein 11	Phf11	sp|A6H5X4-2|PHF11_MOUSE Isoform 2 of PHD finger protein 11 OS=Mus musculus OX=10090 GN=Phf11;sp|A6H5X4-3|PHF11_MOUSE Isoform 3 of PHD finger protein 11 OS=Mus musculus OX=10090 GN=Phf11;sp|A6H5X4|PHF11_MOUSE PHD finger protein 11 OS=Mus musculus OX=10090 G
79153	69997	102880	99945	95675	83585	96589	86597	124210	120830	113170	101150	112750	114790	105380	80793	23	23	23	20.7	20.7	20.7	139.07	0	62.752	31	A6H5Y3	A6H5Y3	Methionine synthase	Mtr	sp|A6H5Y3|METH_MOUSE Methionine synthase OS=Mus musculus OX=10090 GN=Mtr PE=1 SV=1
212920	180880	186760	138670	252220	209440	170160	143680	191110	181740	152840	158490	159960	182310	150960	125780	19	19	19	27.7	27.7	27.7	94.128	0	171.89	32	A6H5Z3;A6H5Z3-2	A6H5Z3;A6H5Z3-2	Exocyst complex component 6B	Exoc6b	sp|A6H5Z3|EXC6B_MOUSE Exocyst complex component 6B OS=Mus musculus OX=10090 GN=Exoc6b PE=1 SV=1;sp|A6H5Z3-2|EXC6B_MOUSE Isoform 2 of Exocyst complex component 6B OS=Mus musculus OX=10090 GN=Exoc6b
14813	12591	17885	15344	17634	14996	15822	13817	21603	19422	17517	16448	16232	18581	14985	12199	5	5	5	8.3	8.3	8.3	80.851	0	14.652	5	A6H611	A6H611	Mitochondrial intermediate peptidase	Mipep	sp|A6H611|MIPEP_MOUSE Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1
14150	12411	15093	15378	14323	13267	14810	16795	22036	21387	22402	16839	17799	20189	21109	16581	4	3	3	2.1	1.6	1.6	167.29	0.00030331	4.0783	3	A6H619-2;A6H619	A6H619-2;A6H619	PHD and RING finger domain-containing protein 1	Phrf1	sp|A6H619-2|PHRF1_MOUSE Isoform 2 of PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1;sp|A6H619|PHRF1_MOUSE PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2
77267	68162	70682	64888	91709	82098	65645	66067	92226	79336	85829	64387	73851	78129	77643	52361	13	13	13	31.2	31.2	31.2	50.548	0	51.315	13	A6H630;A6H630-2;A6H630-3;A6H630-4	A6H630;A6H630-2;A6H630-3;A6H630-4	Protein-glutamate O-methyltransferase	Armt1	sp|A6H630|ARMT1_MOUSE Damage-control phosphatase ARMT1 OS=Mus musculus OX=10090 GN=Armt1 PE=1 SV=1;sp|A6H630-2|ARMT1_MOUSE Isoform 2 of Damage-control phosphatase ARMT1 OS=Mus musculus OX=10090 GN=Armt1;sp|A6H630-3|ARMT1_MOUSE Isoform 3 of Damage-control p
6244.10009765625	5533.2998046875	7448.60009765625	7112.39990234375	8927.5	5853.2998046875	6567.89990234375	6455.5	9366.7998046875	8276.7001953125	8426.900390625	8237.2998046875	7862.60009765625	7138.7998046875	8307.7001953125	5024.7001953125	1	1	1	3.3	3.3	3.3	46.384	0.0077573	2.0764	1	A6H687	A6H687	SAC3 domain-containing protein 1	Sac3d1	sp|A6H687|SAC31_MOUSE SAC3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sac3d1 PE=1 SV=1
80190	69393	89229	75224	101120	86843	89530	75180	100480	104090	93085	89778	87671	102670	95414	76417	13	11	9	17.2	16.3	14.6	92.403	0	97.05	13	A6H6A9;A6H6A9-2;A6H6A9-4	A6H6A9	Rab GTPase-activating protein 1-like	Rabgap1l	sp|A6H6A9|RBG1L_MOUSE Rab GTPase-activating protein 1-like OS=Mus musculus OX=10090 GN=Rabgap1l PE=1 SV=1
10833	10696	15204	13731	13342	12478	14038	13104	17229	16869	16427	14276	16077	14987	16177	11448	7	3	3	18.1	7.3	7.3	42.753	0.0011786	3.3736	3	A6H6A9-3	A6H6A9-3	Rab GTPase-activating protein 1-like	Rabgap1l	sp|A6H6A9-3|RBG1L_MOUSE Isoform 3 of Rab GTPase-activating protein 1-like OS=Mus musculus OX=10090 GN=Rabgap1l
142240	120260	165520	144300	165560	144590	156600	141930	197330	183900	176570	155750	177590	184800	176150	139770	23	23	23	14	14	14	211.46	0	98.409	28	A6H8H2;A6H8H2-2	A6H8H2;A6H8H2-2	DENN domain-containing protein 4C	Dennd4c	sp|A6H8H2|DEN4C_MOUSE DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1;sp|A6H8H2-2|DEN4C_MOUSE Isoform 2 of DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c
49993	38325	61796	44323	50060	41702	59252	50271	73331	61947	62532	55508	52098	59975	60421	46095	2	2	2	1.3	1.3	1.3	155.27	0.0021686	2.9854	5	A6X8Z5	A6X8Z5	Rho GTPase-activating protein 31	Arhgap31	sp|A6X8Z5|RHG31_MOUSE Rho GTPase-activating protein 31 OS=Mus musculus OX=10090 GN=Arhgap31 PE=1 SV=1
33763	29017	63345	45672	41666	36245	59325	46816	48859	69896	38505	60576	42740	69729	35597	50079	7	7	7	13.9	13.9	13.9	84.186	0	54.79	8	A6X919;A6X919-3;A6X919-2	A6X919;A6X919-3;A6X919-2	Probable C-mannosyltransferase DPY19L1	Dpy19l1	sp|A6X919|D19L1_MOUSE Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1 PE=1 SV=1;sp|A6X919-3|D19L1_MOUSE Isoform 3 of Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1;sp|A6X919-2|D19L1_MOUSE Isoform 2 of
33865	26672	38994	39020	38688	34961	39158	40268	47125	44683	42288	34731	41498	42770	40723	31237	6	6	6	3.6	3.6	3.6	217.29	0	13.16	6	A8C756;A8C756-2;A8C756-3;A8C756-4;A8C756-5	A8C756;A8C756-2	Thyroid adenoma-associated protein homolog	Thada	sp|A8C756|THADA_MOUSE Thyroid adenoma-associated protein homolog OS=Mus musculus OX=10090 GN=Thada PE=1 SV=1;sp|A8C756-2|THADA_MOUSE Isoform 2 of Thyroid adenoma-associated protein homolog OS=Mus musculus OX=10090 GN=Thada
5441.10009765625	4970.5	8383.2001953125	8109	8547.2998046875	6285.89990234375	8273.099609375	6542.89990234375	9233.7998046875	9294	8550.599609375	7250.89990234375	7590.5	8311.099609375	7255.7001953125	5589.39990234375	2	2	2	3.4	3.4	3.4	81.215	0.00031417	5.1223	3	A8Y5H7;A8Y5H7-2;A8Y5H7-3	A8Y5H7;A8Y5H7-2;A8Y5H7-3		Sec14l1	sp|A8Y5H7|S14L1_MOUSE SEC14-like protein 1 OS=Mus musculus OX=10090 GN=Sec14l1 PE=1 SV=1;sp|A8Y5H7-2|S14L1_MOUSE Isoform 2 of SEC14-like protein 1 OS=Mus musculus OX=10090 GN=Sec14l1;sp|A8Y5H7-3|S14L1_MOUSE Isoform 3 of SEC14-like protein 1 OS=Mus musculus
26675	22106	32406	26172	30942	28874	31436	26428	33102	37122	29242	30709	28151	37786	30330	26580	7	7	6	11	11	9.6	97.347	0	13.034	9	B0F2B4;Q8BYM5	B0F2B4	Neuroligin 4-like	Nlgn4l	sp|B0F2B4|NLGN4_MOUSE Neuroligin 4-like OS=Mus musculus OX=10090 GN=Nlgn4l PE=1 SV=1
38456	32993	48972	33012	43600	38917	44877	38172	43913	49515	43951	40065	40296	48732	43078	41921	15	15	14	11.2	11.2	10.6	211.58	0	66.579	16	B0V2N1-2;B0V2N1-6;B0V2N1;B0V2N1-4;B0V2N1-3;B0V2N1-5;Q64487-6;Q64487-5;Q64487-8;Q64487-7;Q64487-9;Q64487-10;Q64487-2;Q64487-11;Q64487-1;Q64487-3;Q64487-12;Q64487	B0V2N1-2;B0V2N1-6;B0V2N1;B0V2N1-4;B0V2N1-3	Receptor-type tyrosine-protein phosphatase S	Ptprs	sp|B0V2N1-2|PTPRS_MOUSE Isoform 2 of Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs;sp|B0V2N1-6|PTPRS_MOUSE Isoform 6 of Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs;sp|B0V2N1|PTPRS_MOUSE Re
48827	37187	46748	41738	51966	42167	43706	38102	58232	49387	44910	40413	46849	45648	40723	36187	4	4	4	21.2	21.2	21.2	15.676	0.00030262	4.0265	6	B1AR13	B1AR13	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	Cisd3	sp|B1AR13|CISD3_MOUSE CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1
7689.10009765625	4584.7998046875	7460.60009765625	7270.7998046875	8465.7001953125	7320.7001953125	7323.7001953125	5483.2998046875	9280.599609375	8548.5	9361	5883.39990234375	9890.900390625	8770.5	9534.900390625	5597.2998046875	2	2	2	20.9	20.9	20.9	11.318	0.0029915	2.6531	3	B1ARW8	B1ARW8	Uncharacterized protein C1orf122 homolog		sp|B1ARW8|CA122_MOUSE Uncharacterized protein C1orf122 homolog OS=Mus musculus OX=10090 PE=4 SV=1
21614	15538	24905	22227	22204	19841	22936	21932	26047	27472	24107	22172	20373	27759	19477	17699	10	10	10	16.6	16.6	16.6	104.26	0	32.405	10	B1AVH7;B1AVH7-2	B1AVH7	TBC1 domain family member 2A	Tbc1d2	sp|B1AVH7|TBD2A_MOUSE TBC1 domain family member 2A OS=Mus musculus OX=10090 GN=Tbc1d2 PE=2 SV=1
21153	17994	27430	23568	25606	20906	25453	20491	27538	29088	24966	24540	25041	28128	24819	17537	10	9	9	7.5	6.8	6.8	150.06	0	22.074	9	B1AVY7	B1AVY7	Kinesin-like protein KIF16B	Kif16b	sp|B1AVY7|KI16B_MOUSE Kinesin-like protein KIF16B OS=Mus musculus OX=10090 GN=Kif16b PE=1 SV=1
46123	40413	60347	52198	51091	47554	58295	49674	61228	65930	57380	53521	56155	63184	53899	47043	6	6	6	26.1	26.1	26.1	34.278	0	80.411	9	B1AVZ0	B1AVZ0	Uracil phosphoribosyltransferase homolog	Uprt	sp|B1AVZ0|UPP_MOUSE Uracil phosphoribosyltransferase homolog OS=Mus musculus OX=10090 GN=Uprt PE=1 SV=1
2802.30004882813	2586.10009765625	3515.69995117188	3364.10009765625	3727.39990234375	3049.69995117188	2974.5	2381.30004882813	3745.69995117188	4238.10009765625	3351.39990234375	3268.30004882813	4285	3498.19995117188	3839.80004882813	2974.19995117188	1	1	1	7.5	7.5	7.5	22.113	0.0025918	2.8826	1	B1AXD8	B1AXD8	Akirin-2	Akirin2	sp|B1AXD8|AKIR2_MOUSE Akirin-2 OS=Mus musculus OX=10090 GN=Akirin2 PE=1 SV=1
137920	119110	167020	153340	154630	146050	156560	140550	183180	188360	146650	147140	147690	181120	138200	127880	3	3	3	58.1	58.1	58.1	5.1161	0.0014573	3.1334	8	B1AXP6-2;B1AXP6;B1AXP6-3;B1AXP6-4	B1AXP6-2;B1AXP6;B1AXP6-3;B1AXP6-4	Mitochondrial import receptor subunit TOM5 homolog	Tomm5	sp|B1AXP6-2|TOM5_MOUSE Isoform 2 of Mitochondrial import receptor subunit TOM5 homolog OS=Mus musculus OX=10090 GN=Tomm5;sp|B1AXP6|TOM5_MOUSE Mitochondrial import receptor subunit TOM5 homolog OS=Mus musculus OX=10090 GN=Tomm5 PE=3 SV=1;sp|B1AXP6-3|TOM5_MO
29746	25862	27654	24906	30372	28702	28324	22823	29295	24841	25412	23594	23554	23011	21770	17367	8	8	8	8.3	8.3	8.3	123.81	0	13.142	8	B1AY10;B1AY10-2;B1AY10-3	B1AY10;B1AY10-2;B1AY10-3	Transcriptional repressor NF-X1	Nfx1	sp|B1AY10|NFX1_MOUSE Transcriptional repressor NF-X1 OS=Mus musculus OX=10090 GN=Nfx1 PE=1 SV=1;sp|B1AY10-2|NFX1_MOUSE Isoform 2 of Transcriptional repressor NF-X1 OS=Mus musculus OX=10090 GN=Nfx1;sp|B1AY10-3|NFX1_MOUSE Isoform 3 of Transcriptional repress
