Entry	Status	Protein names	Gene names	Length
O35615	reviewed	Zinc finger protein ZFPM1 (Friend of GATA protein 1) (FOG-1) (Friend of GATA 1) (Zinc finger protein multitype 1)	Zfpm1 Fog Fog1	995
Q9DB43	reviewed	Zinc finger protein-like 1	Zfpl1	310
Q62396	reviewed	Zinc finger protein 92 (Zfp-92)	Zfp92	488
Q62511	reviewed	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (Penta Zf protein) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 91 homolog) (Zfp-91) (Zinc finger protein PZF)	Zfp91 Pzf	572
Q61967	reviewed	Zinc finger protein 90 (Zfp-90) (Zinc finger protein NK10)	Zfp90 Nk10	636
Q6P9Y7	reviewed	Zinc finger protein 82 (Zfp-82) (Zinc finger protein 545)	Zfp82 Kiaa1948 Znf545	530
G3X9G7	reviewed	Zinc finger protein 809	Zfp809	402
A2A761	reviewed	Zinc finger protein 69 (Zinc finger protein 642)	Zfp69 Znf642	587
Q6NV66	reviewed	Zinc finger protein 646	Zfp646	1788
Q99KE8	reviewed	Zinc finger protein 64 (Zfp-64)	Zfp64	643
Q8C827	reviewed	Zinc finger protein 62 (Zfp-62) (ZT3)	Zfp62	914
P16374	reviewed	Zinc finger protein 60 (Zfp-60) (Zinc finger protein Mfg-3)	Zfp60 Mfg3	707
P16373	reviewed	Zinc finger protein 59 (Zfp-59) (Zinc finger protein Mfg-2)	Zfp59 Mfg2	634
P16372	reviewed	Zinc finger protein 58 (Zfp-58) (Regulator of sex-limitation candidate 5) (Zinc finger protein Mfg-1)	Zfp58 Mfg-1 Rslcan5 Zfp817	489
Q8C6P8	reviewed	Zinc finger protein 57 (Zfp-57)	Zfp57	421
E9PW05	reviewed	Zinc finger protein 54 (Krueppel-associated box protein 10) (KRAB10)	Zfp54	585
P22227	reviewed	Zinc finger protein 42 (Zfp-42) (Reduced expression protein 1) (REX-1) (mREX-1)	Zfp42 Rex-1 Rex1	288
Q02526	reviewed	Zinc finger protein 41 (Zfp-41) (CtFIN92)	Zfp41 Zfp-41	198
Q02525	reviewed	Zinc finger protein 39 (Zfp-39) (CtFIN33)	Zfp39 Zfp-39	718
P17141	reviewed	Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)	Zfp37 Zfp-37	594
Q5ISE2	reviewed	mRNA decay activator protein ZFP36L3 (Zinc finger protein 36, C3H1 type-like 3) (zinc finger protein 36-like 3)	Zfp36l3	725
P23949	reviewed	mRNA decay activator protein ZFP36L2 (Butyrate response factor 2) (TPA-induced sequence 11d) (Zinc finger protein 36, C3H1 type-like 2) (ZFP36-like 2)	Zfp36l2 Brf2 Tis11d	484
P23950	reviewed	mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)	Zfp36l1 Brf1 Tis11b	338
P22893	reviewed	mRNA decay activator protein ZFP36 (Growth factor-inducible nuclear protein NUP475) (TPA-induced sequence 11) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	Zfp36 Nup475 Tis11 Tis11a Ttp	319
Q60585	reviewed	Zinc finger protein 30 (Zfp-30)	Zfp30	533
Q8BLB0	reviewed	Zinc finger protein 3 (Zfp-3)	Zfp3	497
Q9Z2U2	reviewed	Zinc finger protein 292 (Zinc finger protein 15) (Zfp-15)	Zfp292 Zfp15	2698
P10078	reviewed	Zinc finger protein 28 (Zfp-28) (Protein mKR5)	Zfp28 Mkr5 Zfp-28	825
P10077	reviewed	Zinc finger protein 27 (Zfp-27) (Protein mKR4)	Zfp27 Mkr4 Zfp-27	819
P10076	reviewed	Zinc finger protein 26 (Zfp-26) (Protein mKR3)	Zfp26 Kiaa4196 Mkr3 Zfp-26	861
P08043	reviewed	Zinc finger protein 2 (Zfp-2) (Protein mKR2)	Zfp2 Fnp-2 Mkr2 Zfp-2	459
Q7TSH9	reviewed	Zinc finger protein 184	Zfp184	737
P10755	reviewed	Zinc finger protein 14 (Zfp-14) (Zinc finger protein Krox-9)	Zfp14 Kiaa1559 Krox-9 Zfp-14	501
P10754	reviewed	Zinc finger protein 13 (Zfp-13) (Zinc finger protein Krox-8)	Zfp13 Krox-8 Zfp-13	512
Q8BZW4	reviewed	Zinc finger protein 120 (Zinc finger protein 31) (mZF31)	Zfp120	436
P10751	reviewed	Zinc finger protein 11 (Zfp-11) (Zinc finger protein Krox-6.1A/6.1B+/6.1B-)	Zfp11 Krox-6.1a Krox-6.1b	647
P08042	reviewed	Zinc finger protein 1 (Zfp-1) (Protein mKR1)	Zfp1 Fnp-1 Zfp-1	402
Q9JJN2	reviewed	Zinc finger homeobox protein 4 (Zinc finger homeodomain protein 4) (ZFH-4)	Zfhx4 Zfh4	3550
Q61329	reviewed	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	Zfhx3 Atbf1	3726
Q2MHN3	reviewed	Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 5)	Zfhx2 Kiaa1056 zfh-5	2562
Q7TS63	reviewed	Zinc finger protein ZFAT (Zinc finger protein 406)	Zfat Gm922 Zfat1 Zfp406 Znf406	1237
Q9DCH6	reviewed	AN1-type zinc finger protein 6 (Associated with PRK1 protein) (Zinc finger A20 domain-containing protein 3)	Zfand6 Awp1 Za20d3	223
O88878	reviewed	AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216)	Zfand5 Za20d2 Zfp216 Znf216	213
D3Z3C6	reviewed	AN1-type zinc finger protein 4 (AN1-type zinc finger and ubiquitin domain-containing protein-like 1)	Zfand4 Anubl1	739
Q497H0	reviewed	AN1-type zinc finger protein 3 (Testis-expressed protein 27)	Zfand3 Tex27	227
Q91X58	reviewed	AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein)	Zfand2b Airapl	257
Q9JII7	reviewed	AN1-type zinc finger protein 2A (Arsenite-inducible RNA-associated protein)	Zfand2a Airap	171
Q8BFR6	reviewed	AN1-type zinc finger protein 1 (Zinc finger AN1-type-containing protein 1)	Zfand1	268
P23607	reviewed	Zinc finger autosomal protein	Zfa	742
Q80ZJ6	reviewed	Protein zer-1 homolog (Zyg-11 homolog B-like protein)	Zer1 Zyg Zyg11bl	779
Q9R0G7	reviewed	Zinc finger E-box-binding homeobox 2 (Smad-interacting protein 1) (Zinc finger homeobox protein 1b)	Zeb2 Sip1 Zfhx1b Zfx1b	1215
Q64318	reviewed	Zinc finger E-box-binding homeobox 1 (Delta EF1) (Transcription factor 8) (TCF-8) (Zinc finger homeobox protein 1a) (MEB1)	Zeb1 Tcf8 Zfhx1a Zfx1a Zfx1ha	1117
P59268	reviewed	Palmitoyltransferase ZDHHC9 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 9) (DHHC-9) (DHHC9)	Zdhhc9	364
Q5Y5T5	reviewed	Palmitoyltransferase ZDHHC8 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 8) (DHHC-8)	Zdhhc8	762
Q91WU6	reviewed	Palmitoyltransferase ZDHHC7 (EC 2.3.1.225) (Acyltransferase ZDHHC7) (EC 2.3.1.-) (GABA-A receptor-associated membrane protein 2) (SERZ-beta) (Zinc finger DHHC domain-containing protein 7) (DHHC-7)	Zdhhc7 Gramp2	308
Q9CPV7	reviewed	Palmitoyltransferase ZDHHC6 (EC 2.3.1.225) (Stearoyltransferase ZDHHC6) (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 6) (DHHC-6)	Zdhhc6	413
Q8VDZ4	reviewed	Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5)	Zdhhc5 Kiaa1748	715
Q9D6H5	reviewed	Palmitoyltransferase ZDHHC4 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 4) (DHHC-4)	Zdhhc4	343
Q8R173	reviewed	Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Acyltransferase ZDHHC3) (EC 2.3.1.-) (GABA-A receptor-associated membrane protein 1) (Golgi-specific DHHC zinc finger protein) (Zinc finger DHHC domain-containing protein 3) (DHHC-3)	Zdhhc3 Godz Gramp1	299
Q6IR37	reviewed	Probable palmitoyltransferase ZDHHC24 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 24) (DHHC-24)	Zdhhc24	284
Q5Y5T3	reviewed	Palmitoyltransferase ZDHHC23 (EC 2.3.1.225) (DHHC-containing protein 11) (Zinc finger DHHC domain-containing protein 23) (DHHC-23) (zDHHC23)	Zdhhc23 Gm779	425
A0PK84	reviewed	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)	Zdhhc22 Gm262	263
Q9D270	reviewed	Probable palmitoyltransferase ZDHHC21 (EC 2.3.1.225) (GABA-A receptor-associated membrane protein 3) (Zinc finger DHHC domain-containing protein 21) (DHHC-21)	Zdhhc21 Gramp3	265
Q5Y5T1	reviewed	Palmitoyltransferase ZDHHC20 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 20) (DHHC-20)	Zdhhc20	380
P59267	reviewed	Palmitoyltransferase ZDHHC2 (EC 2.3.1.225) (Acyltransferase ZDHHC2) (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 2) (DHHC-2)	Zdhhc2	366
Q810M5	reviewed	Palmitoyltransferase ZDHHC19 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 19) (DHHC-19)	Zdhhc19 Gm616	347
Q5Y5T2	reviewed	Palmitoyltransferase ZDHHC18 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 18) (DHHC-18)	Zdhhc18	380
Q80TN5	reviewed	Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Acyltransferase ZDHHC7) (EC 2.3.1.-) (Huntingtin-interacting protein 14) (Zinc finger DHHC domain-containing protein 17) (DHHC-17)	Zdhhc17 Hip14 Kiaa0946	632
Q9ESG8	reviewed	Palmitoyltransferase ZDHHC16 (EC 2.3.1.225) (Abl-philin 2) (Zinc finger DHHC domain-containing protein 16) (DHHC-16)	Zdhhc16 Aph2	361
Q8BGJ0	reviewed	Palmitoyltransferase ZDHHC15 (EC 2.3.1.225) (Acyltransferase ZDHHC15) (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 15) (DHHC-15)	Zdhhc15	337
Q8BQQ1	reviewed	Probable palmitoyltransferase ZDHHC14 (EC 2.3.1.225) (NEW1 domain-containing protein) (NEW1CP) (Zinc finger DHHC domain-containing protein 14) (DHHC-14)	Zdhhc14	489
Q9CWU2	reviewed	Palmitoyltransferase ZDHHC13 (EC 2.3.1.225) (Huntingtin-interacting protein 14-related protein) (HIP14-related protein) (Zinc finger DHHC domain-containing protein 13) (DHHC-13)	Zdhhc13 Hip14l	622
Q8VC90	reviewed	Probable palmitoyltransferase ZDHHC12 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 12) (DHHC-12)	Zdhhc12	267
Q14AK4	reviewed	Palmitoyltransferase ZDHHC11 (EC 2.3.1.225) (DHHC-containing protein 10) (DHHC10(z11)) (Zinc finger DHHC domain-containing protein 11) (DHHC-11)	Zdhhc11	347
Q8R0N9	reviewed	Palmitoyltransferase ZDHHC1 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 1)	Zdhhc1	484
Q5SS00	reviewed	DBF4-type zinc finger-containing protein 2 homolog	Zdbf2	2493
Q08EN7	reviewed	Zinc finger CW-type PWWP domain protein 2 homolog	Zcwpw2	125
Q6IR42	reviewed	Zinc finger CW-type PWWP domain protein 1	Zcwpw1 Gm1053	630
Q9CZ96	reviewed	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (MADP-1) (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein)	Zcrb1	217
Q8R1J3	reviewed	Zinc finger CCHC domain-containing protein 9	Zcchc9	271
Q9CYA6	reviewed	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	Zcchc8	709
B1AX39	reviewed	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)	Zcchc7 D4Wsu132e	541
Q8BKW4	reviewed	rRNA N6-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	Zcchc4	512
Q8BPK2	reviewed	Zinc finger CCHC domain-containing protein 3	Zcchc3	400
B2RVL6	reviewed	Zinc finger CCHC domain-containing protein 24	Zcchc24	241
Q69ZB8	reviewed	Zinc finger CCHC domain-containing protein 2	Zcchc2 Kiaa1744	1166
Q8VD24	reviewed	Zinc finger CCHC domain-containing protein 18	Zcchc18 Sizn2	393
Q9ESX4	reviewed	Nucleolar protein of 40 kDa (pNO40) (Putative S1 RNA-binding domain protein) (PS1D protein) (Zinc finger CCHC domain-containing protein 17)	Zcchc17 Ps1d Ldc4	241
Q8VIG0	reviewed	Zinc finger CCHC domain-containing protein 14 (BDG-29)	Zcchc14 Kiaa0579	956
Q9CZA5	reviewed	Zinc finger CCHC domain-containing protein 12 (Smad-interacting zinc finger protein 1)	Zcchc12 Sizn1	402
Q9CX48	reviewed	Zinc finger CCHC domain-containing protein 10	Zcchc10	178
Q68FG0	reviewed	Zinc finger C4H2 domain-containing protein (Hepatocellular carcinoma-associated antigen 127 homolog)	Zc4h2 Hca127 Kiaa1166	224
Q80YV2	reviewed	Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase) (mNIPA) (Zinc finger C3HC-type protein 1)	Zc3hc1 Nipa	501
Q8BFR1	reviewed	Zinc finger CCCH-type antiviral protein 1-like	Zc3hav1l	296
Q3UPF5	reviewed	Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13)	Zc3hav1	946
Q9JJ48	reviewed	Zinc finger CCCH domain-containing protein 8 (Fetal liver zinc finger protein 1)	Zc3h8 Fliz1 Zc3hdc8	305
Q8BYK8	reviewed	Zinc finger CCCH domain-containing protein 6	Zc3h6 Zc3hdc6	1177
Q6ZPZ3	reviewed	Zinc finger CCCH domain-containing protein 4	Zc3h4 Kiaa1064	1304
Q8CHP0	reviewed	Zinc finger CCCH domain-containing protein 3 (Smad-interacting CPSF-like factor)	Zc3h3 Kiaa0150 Smicl Zc3hdc3 Zfp623	950
Q0P678	reviewed	Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)	Zc3h18 Nhn1	948
Q3TIV5	reviewed	Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Epo-immediate response gene protein FM22)	Zc3h15 Dfrp1	426
Q8BJ05	reviewed	Zinc finger CCCH domain-containing protein 14	Zc3h14	735
E9Q784	reviewed	Zinc finger CCCH domain-containing protein 13	Zc3h13	1729
Q8BIY3	reviewed	Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma homolog) (Zinc finger CCCH domain-containing protein 12D)	Zc3h12d Mcpip4 Tfl	533
Q5DTV4	reviewed	Probable ribonuclease ZC3H12C (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein 12C)	Zc3h12c Kiaa1726	884
Q5D1E7	reviewed	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	Zc3h12a Mcpip Mcpip1	596
Q6NZF1	reviewed	Zinc finger CCCH domain-containing protein 11A	Zc3h11a Kiaa0663	792
Q8R205	reviewed	Zinc finger CCCH domain-containing protein 10	Zc3h10	435
Q8CCG1	reviewed	Zinc finger C2HC domain-containing protein 1C	Zc2hc1c Fam164c	527
Q9D534	reviewed	Zinc finger C2HC domain-containing protein 1B	Zc2hc1b Fam164b	172
Q8BJH1	reviewed	Zinc finger C2HC domain-containing protein 1A	Zc2hc1a Fam164a	324
Q8CDC7	reviewed	Zinc finger and BTB domain-containing protein 9	Zbtb9	459
Q505B7	reviewed	Protein archease (Protein ZBTB8OS)	Zbtb8os Arch	168
Q8CII0	reviewed	Zinc finger and BTB domain-containing protein 8B	Zbtb8b	484
Q9CWH1	reviewed	Zinc finger and BTB domain-containing protein 8A	Zbtb8a	434
Q8VCZ7	reviewed	Zinc finger and BTB domain-containing protein 7C (Zinc finger and BTB domain-containing protein 36)	Zbtb7c Zbtb36	619
Q64321	reviewed	Zinc finger and BTB domain-containing protein 7B (Krueppel-related zinc finger protein cKrox) (c-Krox) (T-helper-inducing POZ/Krueppel-like factor) (Zinc finger protein 67) (Zfp-67) (Zinc finger protein Th-POK)	Zbtb7b Thpok Zfp67	544
O88939	reviewed	Zinc finger and BTB domain-containing protein 7A (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon)	Zbtb7a Lrf Zbtb7	569
Q8K088	reviewed	Zinc finger and BTB domain-containing protein 6 (Zinc finger protein 482)	Zbtb6 Zfp482 Znf482	423
Q7TQG0	reviewed	Zinc finger and BTB domain-containing protein 5 (Transcription factor ZNF-POZ)	Zbtb5 Kiaa0354	670
Q8BXX2	reviewed	Zinc finger and BTB domain-containing protein 49 (Zinc finger protein 509)	Zbtb49 Zfp509 Znf509	756
Q1H9T6	reviewed	Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3 homolog) (Zinc finger and BTB domain-containing protein 48)	Zbtb48 Hkr3 Tzap	681
Q8BID6	reviewed	Zinc finger and BTB domain-containing protein 46 (BTB-ZF protein expressed in effector lymphocytes) (BZEL) (BTB/POZ domain-containing protein 4)	Zbtb46 Btbd4	600
Q52KG4	reviewed	Zinc finger and BTB domain-containing protein 45 (Zinc finger protein 499)	Zbtb45 Gm157 Zfp499	520
Q8R0A2	reviewed	Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15)	Zbtb44 Btbd15	453
Q9DAI4	reviewed	Zinc finger and BTB domain-containing protein 43 (Zinc finger protein 297B)	Zbtb43 Kiaa0414 Zfp297b Znf297b	467
Q811H0	reviewed	Zinc finger and BTB domain-containing protein 42 (Protein simiRP58)	Zbtb42	420
Q811F1	reviewed	Zinc finger and BTB domain-containing protein 41	Zbtb41	908
Q5F293	reviewed	Zinc finger and BTB domain-containing protein 4	Zbtb4 Kiaa1538	982
Q8BN78	reviewed	Transcriptional regulator Kaiso (Zinc finger and BTB domain-containing protein 33)	Zbtb33 Kaiso	671
Q9JKD9	reviewed	Zinc finger and BTB domain-containing protein 32 (Repressor of GATA) (Testis zinc finger protein)	Zbtb32 Rog Tzfp	465
Q91X45	reviewed	Zinc finger and BTB domain-containing protein 3	Zbtb3	518
Q80X44	reviewed	Zinc finger and BTB domain-containing protein 24 (Bone morphogenetic protein-induced factor 1) (Brain-specific protein 1) (Zinc finger protein 450)	Zbtb24 Bif1 Bsg1 Znf450	710
Q9Z0G7	reviewed	Zinc finger and BTB domain-containing protein 22 (Protein BING1) (Zinc finger protein 297)	Zbtb22 Bing1 Zfp297 Znf297	638
Q8K0L9	reviewed	Zinc finger and BTB domain-containing protein 20 (BTB/POZ domain zinc finger factor HOF) (Zinc finger protein 288)	Zbtb20 Zfp288	741
Q9WUK6	reviewed	Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Zinc finger protein 238) (Zfp-238)	Zbtb18 Rp58 Zfp238 Znf238	522
Q60821	reviewed	Zinc finger and BTB domain-containing protein 17 (LP-1) (Polyomavirus late initiator promoter-binding protein) (Zinc finger protein 100) (Zfp-100) (Zinc finger protein 151) (Zinc finger protein Z13)	Zbtb17 Zfp100 Znf151	794
Q08376	reviewed	Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161) (Zfp-161) (Zinc finger protein 5) (ZF5)	Zbtb14 Zfp-5 Zfp161 Zfp5	449
G5E8B9	reviewed	Zinc finger and BTB domain-containing protein 11	Zbtb11	1050
Q91VL9	reviewed	Zinc finger and BTB domain-containing protein 1	Zbtb1	713
Q9QY24	reviewed	Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1)	Zbp1 Dlm1	411
D2EAC2	reviewed	Zinc finger BED domain-containing protein 6 (Muscle growth regulator) (MGR)	Zbed6	980
Q80WQ9	reviewed	Zinc finger BED domain-containing protein 4	Zbed4 Kiaa0637	1168
Q9D0L1	reviewed	Zinc finger BED domain-containing protein 3 (Axin-interacting protein)	Zbed3	228
Q0P5X5	reviewed	Zinc finger B-box domain-containing protein 1	Zbbx	716
Q80SU3	reviewed	Zygote arrest protein 1 (Oocyte-specific maternal effect factor)	Zar1	361
P43404	reviewed	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)	Zap70 Srk Zap-70	618
O88799	reviewed	Zonadhesin	Zan	5376
Q8BGC4	reviewed	Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)	Zadh2 Ptgr3	377
Q3TTC2	reviewed	Transcription factor YY2 (Yin and yang 2) (YY-2)	Yy2	378
Q00899	reviewed	Transcriptional repressor protein YY1 (Delta transcription factor) (NF-E1) (UCR-motif DNA-binding protein) (Yin and yang 1) (YY-1)	Yy1 Ucrbp	414
P63101	reviewed	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2)	Ywhaz	245
P68254	reviewed	14-3-3 protein theta (14-3-3 protein tau)	Ywhaq	245
P68510	reviewed	14-3-3 protein eta	Ywhah	246
P61982	reviewed	14-3-3 protein gamma [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	Ywhag	247
P62259	reviewed	14-3-3 protein epsilon (14-3-3E)	Ywhae	255
Q9CQV8	reviewed	14-3-3 protein beta/alpha (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	Ywhab	246
Q8BYK6	reviewed	YTH domain-containing family protein 3	Ythdf3	585
Q91YT7	reviewed	YTH domain-containing family protein 2	Ythdf2	579
P59326	reviewed	YTH domain-containing family protein 1 (Dermatomyositis associated with cancer putative autoantigen 1 homolog) (DACA-1 homolog)	Ythdf1	559
B2RR83	reviewed	3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (Keen to exit meiosis leaving testes under-populated protein) (Ketu) (YTH domain-containing protein C2) (mYTHDC2)	Ythdc2	1445
E9Q5K9	reviewed	YTH domain-containing protein 1	Ythdc1 Kiaa1966	736
Q3U5F4	reviewed	YrdC domain-containing protein, mitochondrial (Ischemia/reperfusion-inducible protein) (mIRIP)	Yrdc Irip	280
P62700	reviewed	Protein yippee-like 5	Ypel5	121
Q65Z93	reviewed	Protein yippee-like 4	Ypel4	127
P61237	reviewed	Protein yippee-like 3 (Small ubiquitinated apoptotic protein)	Ypel3 Suap	119
Q65Z95	reviewed	Protein yippee-like 2	Ypel2	119
Q9ESC7	reviewed	Protein yippee-like 1 (DGL-1) (Mdgl-1)	Ypel1	118
Q8CB27	reviewed	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)	Yod1	343
O88967	reviewed	ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (YME1-like protein 1)	Yme1l1	715
Q9R0I7	reviewed	YLP motif-containing protein 1 (Nuclear protein ZAP3)	Ylpm1 Zap Zap3	1386
Q9CQW1	reviewed	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	Ykt6	198
Q9D6J3	reviewed	Splicing factor YJU2 (Coiled-coil domain-containing protein 94)	Yju2 Ccdc94	314
F6W8I0	reviewed	YjeF N-terminal domain-containing protein 3 (YjeF_N3) (hYjeF_N3) (ApoA-I-binding protein 2)	Yjefn3 Aibp2	251
Q9JIM5	reviewed	Protein YIPF7 (YIP1 family member 7)	Yipf7 Yip1b	254
Q8BR70	reviewed	Protein YIPF6 (YIP1 family member 6)	Yipf6	236
Q9EQQ2	reviewed	Protein YIPF5 (YIP1 family member 5) (YPT-interacting protein 1 A)	Yipf5 Yip1a	257
Q8C407	reviewed	Protein YIPF4 (YIP1 family member 4)	Yipf4	246
Q3UDR8	reviewed	Protein YIPF3 (Killer lineage protein 1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, N-terminally processed]	Yipf3 D17Wsu94e Klip1	347
Q99LP8	reviewed	Protein YIPF2 (YIP1 family member 2)	Yipf2	312
Q91VU1	reviewed	Protein YIPF1 (YIP1 family member 1)	Yipf1	306
Q9CX30	reviewed	Protein YIF1B (YIP1-interacting factor homolog B)	Yif1b	311
Q91XB7	reviewed	Protein YIF1A (YIP1-interacting factor homolog A)	Yif1a	293
Q04736	reviewed	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	Yes1 Yes	541
Q9CR11	reviewed	YEATS domain-containing protein 4 (Glioma-amplified sequence 41 homolog) (Gas41)	Yeats4 Gas41	227
Q3TUF7	reviewed	YEATS domain-containing protein 2	Yeats2 Kiaa1197	1407
